Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen
04.07.2016 00:00;04.07.2016 00:15;10.755,25
04.07.2016 00:15;04.07.2016 00:30;10.623,75
04.07.2016 00:30;04.07.2016 00:45;10.504,00
04.07.2016 00:45;04.07.2016 01:00;10.334,50
04.07.2016 01:00;04.07.2016 01:15;10.237,00
04.07.2016 01:15;04.07.2016 01:30;10.134,75
04.07.2016 01:30;04.07.2016 01:45;10.086,75
04.07.2016 01:45;04.07.2016 02:00;10.032,75
04.07.2016 02:00;04.07.2016 02:15;9.961,50
04.07.2016 02:15;04.07.2016 02:30;9.925,50
04.07.2016 02:30;04.07.2016 02:45;9.965,00
04.07.2016 02:45;04.07.2016 03:00;9.999,25
04.07.2016 03:00;04.07.2016 03:15;9.980,75
04.07.2016 03:15;04.07.2016 03:30;9.946,50
04.07.2016 03:30;04.07.2016 03:45;10.007,00
04.07.2016 03:45;04.07.2016 04:00;10.080,75
04.07.2016 04:00;04.07.2016 04:15;10.175,50
04.07.2016 04:15;04.07.2016 04:30;10.232,50
04.07.2016 04:30;04.07.2016 04:45;10.400,75
04.07.2016 04:45;04.07.2016 05:00;10.545,75
04.07.2016 05:00;04.07.2016 05:15;10.740,75
04.07.2016 05:15;04.07.2016 05:30;10.963,25
04.07.2016 05:30;04.07.2016 05:45;11.292,25
04.07.2016 05:45;04.07.2016 06:00;11.891,25
04.07.2016 06:00;04.07.2016 06:15;12.623,75
04.07.2016 06:15;04.07.2016 06:30;13.204,25
04.07.2016 06:30;04.07.2016 06:45;13.758,75
04.07.2016 06:45;04.07.2016 07:00;14.184,50
04.07.2016 07:00;04.07.2016 07:15;14.659,75
04.07.2016 07:15;04.07.2016 07:30;14.921,50
04.07.2016 07:30;04.07.2016 07:45;15.230,75
04.07.2016 07:45;04.07.2016 08:00;15.507,50
04.07.2016 08:00;04.07.2016 08:15;15.793,00
04.07.2016 08:15;04.07.2016 08:30;15.964,50
04.07.2016 08:30;04.07.2016 08:45;16.091,75
04.07.2016 08:45;04.07.2016 09:00;16.197,50
04.07.2016 09:00;04.07.2016 09:15;16.172,00
04.07.2016 09:15;04.07.2016 09:30;16.267,25
04.07.2016 09:30;04.07.2016 09:45;16.402,25
04.07.2016 09:45;04.07.2016 10:00;16.504,25
04.07.2016 10:00;04.07.2016 10:15;16.633,25
04.07.2016 10:15;04.07.2016 10:30;16.674,25
04.07.2016 10:30;04.07.2016 10:45;16.807,75
04.07.2016 10:45;04.07.2016 11:00;16.907,75
04.07.2016 11:00;04.07.2016 11:15;17.029,75
04.07.2016 11:15;04.07.2016 11:30;17.165,75
04.07.2016 11:30;04.07.2016 11:45;17.253,50
04.07.2016 11:45;04.07.2016 12:00;17.263,25
04.07.2016 12:00;04.07.2016 12:15;17.140,50
04.07.2016 12:15;04.07.2016 12:30;17.078,75
04.07.2016 12:30;04.07.2016 12:45;17.058,50
04.07.2016 12:45;04.07.2016 13:00;17.077,50
04.07.2016 13:00;04.07.2016 13:15;17.076,00
04.07.2016 13:15;04.07.2016 13:30;17.050,75
04.07.2016 13:30;04.07.2016 13:45;16.927,25
04.07.2016 13:45;04.07.2016 14:00;16.720,50
04.07.2016 14:00;04.07.2016 14:15;16.696,25
04.07.2016 14:15;04.07.2016 14:30;16.655,00
04.07.2016 14:30;04.07.2016 14:45;16.613,25
04.07.2016 14:45;04.07.2016 15:00;16.551,50
04.07.2016 15:00;04.07.2016 15:15;16.455,00
04.07.2016 15:15;04.07.2016 15:30;16.350,25
04.07.2016 15:30;04.07.2016 15:45;16.262,25
04.07.2016 15:45;04.07.2016 16:00;16.151,75
04.07.2016 16:00;04.07.2016 16:15;16.002,00
04.07.2016 16:15;04.07.2016 16:30;15.958,25
04.07.2016 16:30;04.07.2016 16:45;15.859,75
04.07.2016 16:45;04.07.2016 17:00;15.792,50
04.07.2016 17:00;04.07.2016 17:15;15.768,50
04.07.2016 17:15;04.07.2016 17:30;15.731,75
04.07.2016 17:30;04.07.2016 17:45;15.791,75
04.07.2016 17:45;04.07.2016 18:00;15.803,25
04.07.2016 18:00;04.07.2016 18:15;15.655,50
04.07.2016 18:15;04.07.2016 18:30;15.565,50
04.07.2016 18:30;04.07.2016 18:45;15.554,75
04.07.2016 18:45;04.07.2016 19:00;15.576,25
04.07.2016 19:00;04.07.2016 19:15;15.575,75
04.07.2016 19:15;04.07.2016 19:30;15.404,75
04.07.2016 19:30;04.07.2016 19:45;15.343,75
04.07.2016 19:45;04.07.2016 20:00;15.267,25
04.07.2016 20:00;04.07.2016 20:15;15.127,00
04.07.2016 20:15;04.07.2016 20:30;14.895,25
04.07.2016 20:30;04.07.2016 20:45;14.686,00
04.07.2016 20:45;04.07.2016 21:00;14.539,25
04.07.2016 21:00;04.07.2016 21:15;14.453,50
04.07.2016 21:15;04.07.2016 21:30;14.306,50
04.07.2016 21:30;04.07.2016 21:45;14.169,25
