Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen
02.07.2017 00:00;02.07.2017 00:15;10.541,25
02.07.2017 00:15;02.07.2017 00:30;10.394,00
02.07.2017 00:30;02.07.2017 00:45;10.113,25
02.07.2017 00:45;02.07.2017 01:00;10.014,75
02.07.2017 01:00;02.07.2017 01:15;9.960,75
02.07.2017 01:15;02.07.2017 01:30;9.849,25
02.07.2017 01:30;02.07.2017 01:45;9.797,50
02.07.2017 01:45;02.07.2017 02:00;9.693,75
02.07.2017 02:00;02.07.2017 02:15;9.577,50
02.07.2017 02:15;02.07.2017 02:30;9.580,50
02.07.2017 02:30;02.07.2017 02:45;9.520,00
02.07.2017 02:45;02.07.2017 03:00;9.436,50
02.07.2017 03:00;02.07.2017 03:15;9.400,25
02.07.2017 03:15;02.07.2017 03:30;9.323,50
02.07.2017 03:30;02.07.2017 03:45;9.315,25
02.07.2017 03:45;02.07.2017 04:00;9.311,50
02.07.2017 04:00;02.07.2017 04:15;9.313,25
02.07.2017 04:15;02.07.2017 04:30;9.281,25
02.07.2017 04:30;02.07.2017 04:45;9.274,50
02.07.2017 04:45;02.07.2017 05:00;9.249,00
02.07.2017 05:00;02.07.2017 05:15;9.344,25
02.07.2017 05:15;02.07.2017 05:30;9.192,25
02.07.2017 05:30;02.07.2017 05:45;9.158,00
02.07.2017 05:45;02.07.2017 06:00;9.186,75
02.07.2017 06:00;02.07.2017 06:15;9.357,75
02.07.2017 06:15;02.07.2017 06:30;9.388,25
02.07.2017 06:30;02.07.2017 06:45;9.496,75
02.07.2017 06:45;02.07.2017 07:00;9.577,25
02.07.2017 07:00;02.07.2017 07:15;9.744,25
02.07.2017 07:15;02.07.2017 07:30;9.919,75
02.07.2017 07:30;02.07.2017 07:45;10.156,25
02.07.2017 07:45;02.07.2017 08:00;10.366,50
02.07.2017 08:00;02.07.2017 08:15;10.598,25
02.07.2017 08:15;02.07.2017 08:30;10.815,25
02.07.2017 08:30;02.07.2017 08:45;11.022,50
02.07.2017 08:45;02.07.2017 09:00;11.218,25
02.07.2017 09:00;02.07.2017 09:15;11.452,25
02.07.2017 09:15;02.07.2017 09:30;11.629,00
02.07.2017 09:30;02.07.2017 09:45;11.809,50
02.07.2017 09:45;02.07.2017 10:00;11.948,25
02.07.2017 10:00;02.07.2017 10:15;12.089,75
02.07.2017 10:15;02.07.2017 10:30;12.230,25
02.07.2017 10:30;02.07.2017 10:45;12.395,50
02.07.2017 10:45;02.07.2017 11:00;12.528,00
02.07.2017 11:00;02.07.2017 11:15;12.745,75
02.07.2017 11:15;02.07.2017 11:30;12.940,25
02.07.2017 11:30;02.07.2017 11:45;13.073,25
02.07.2017 11:45;02.07.2017 12:00;13.031,00
02.07.2017 12:00;02.07.2017 12:15;13.049,00
02.07.2017 12:15;02.07.2017 12:30;12.945,75
02.07.2017 12:30;02.07.2017 12:45;12.875,25
02.07.2017 12:45;02.07.2017 13:00;12.774,50
02.07.2017 13:00;02.07.2017 13:15;12.675,25
02.07.2017 13:15;02.07.2017 13:30;12.486,25
02.07.2017 13:30;02.07.2017 13:45;12.372,75
02.07.2017 13:45;02.07.2017 14:00;12.287,25
02.07.2017 14:00;02.07.2017 14:15;12.259,75
02.07.2017 14:15;02.07.2017 14:30;12.257,50
02.07.2017 14:30;02.07.2017 14:45;12.166,50
02.07.2017 14:45;02.07.2017 15:00;12.100,75
02.07.2017 15:00;02.07.2017 15:15;12.026,75
02.07.2017 15:15;02.07.2017 15:30;11.992,75
02.07.2017 15:30;02.07.2017 15:45;11.935,50
02.07.2017 15:45;02.07.2017 16:00;11.874,25
02.07.2017 16:00;02.07.2017 16:15;11.754,75
02.07.2017 16:15;02.07.2017 16:30;11.767,00
02.07.2017 16:30;02.07.2017 16:45;11.887,75
02.07.2017 16:45;02.07.2017 17:00;11.991,50
02.07.2017 17:00;02.07.2017 17:15;12.018,75
02.07.2017 17:15;02.07.2017 17:30;12.165,25
02.07.2017 17:30;02.07.2017 17:45;12.271,75
02.07.2017 17:45;02.07.2017 18:00;12.320,75
02.07.2017 18:00;02.07.2017 18:15;12.472,75
02.07.2017 18:15;02.07.2017 18:30;12.486,25
02.07.2017 18:30;02.07.2017 18:45;12.466,50
02.07.2017 18:45;02.07.2017 19:00;12.532,50
02.07.2017 19:00;02.07.2017 19:15;12.563,50
02.07.2017 19:15;02.07.2017 19:30;12.635,25
02.07.2017 19:30;02.07.2017 19:45;12.505,75
02.07.2017 19:45;02.07.2017 20:00;12.406,75
02.07.2017 20:00;02.07.2017 20:15;12.397,00
02.07.2017 20:15;02.07.2017 20:30;12.236,75
02.07.2017 20:30;02.07.2017 20:45;12.185,50
02.07.2017 20:45;02.07.2017 21:00;12.109,50
02.07.2017 21:00;02.07.2017 21:15;12.074,50
02.07.2017 21:15;02.07.2017 21:30;11.988,50
02.07.2017 21:30;02.07.2017 21:45;11.966,25
02.07.2017 21:45;02.07.2017 22:00;12.021,50
02.07.2017 22:00;02.07.2017 22:15;12.277,25
02.07.2017 22:15;02.07.2017 22:30;12.220,00
02.07.2017 22:30;02.07.2017 22:45;12.153,50
02.07.2017 22:45;02.07.2017 23:00;11.939,75
02.07.2017 23:00;02.07.2017 23:15;11.746,50
02.07.2017 23:15;02.07.2017 23:30;11.495,00
02.07.2017 23:30;02.07.2017 23:45;11.321,25
02.07.2017 23:45;03.07.2017 00:00;11.138,75
03.07.2017 00:00;03.07.2017 00:15;10.923,25
03.07.2017 00:15;03.07.2017 00:30;10.790,25
03.07.2017 00:30;03.07.2017 00:45;10.625,50
03.07.2017 00:45;03.07.2017 01:00;10.542,75
03.07.2017 01:00;03.07.2017 01:15;10.415,50
03.07.2017 01:15;03.07.2017 01:30;10.323,75
03.07.2017 01:30;03.07.2017 01:45;10.239,50
03.07.2017 01:45;03.07.2017 02:00;10.133,75
03.07.2017 02:00;03.07.2017 02:15;10.138,50
03.07.2017 02:15;03.07.2017 02:30;10.130,75
03.07.2017 02:30;03.07.2017 02:45;10.117,50
03.07.2017 02:45;03.07.2017 03:00;10.131,25
03.07.2017 03:00;03.07.2017 03:15;10.186,25
03.07.2017 03:15;03.07.2017 03:30;10.198,00
03.07.2017 03:30;03.07.2017 03:45;10.218,00
03.07.2017 03:45;03.07.2017 04:00;10.266,00
03.07.2017 04:00;03.07.2017 04:15;10.341,50
03.07.2017 04:15;03.07.2017 04:30;10.418,50
03.07.2017 04:30;03.07.2017 04:45;10.531,25
03.07.2017 04:45;03.07.2017 05:00;10.663,25
03.07.2017 05:00;03.07.2017 05:15;10.919,50
03.07.2017 05:15;03.07.2017 05:30;11.088,25
03.07.2017 05:30;03.07.2017 05:45;11.429,00
03.07.2017 05:45;03.07.2017 06:00;11.896,25
03.07.2017 06:00;03.07.2017 06:15;12.709,50
03.07.2017 06:15;03.07.2017 06:30;13.310,75
03.07.2017 06:30;03.07.2017 06:45;13.740,00
03.07.2017 06:45;03.07.2017 07:00;14.128,75
03.07.2017 07:00;03.07.2017 07:15;14.589,25
03.07.2017 07:15;03.07.2017 07:30;14.934,50
03.07.2017 07:30;03.07.2017 07:45;15.185,00
03.07.2017 07:45;03.07.2017 08:00;15.446,25
03.07.2017 08:00;03.07.2017 08:15;15.708,00
03.07.2017 08:15;03.07.2017 08:30;15.897,25
03.07.2017 08:30;03.07.2017 08:45;16.047,00
03.07.2017 08:45;03.07.2017 09:00;16.102,50
03.07.2017 09:00;03.07.2017 09:15;16.123,25
03.07.2017 09:15;03.07.2017 09:30;16.298,50
03.07.2017 09:30;03.07.2017 09:45;16.392,75
03.07.2017 09:45;03.07.2017 10:00;16.452,75
03.07.2017 10:00;03.07.2017 10:15;16.467,50
03.07.2017 10:15;03.07.2017 10:30;16.595,50
03.07.2017 10:30;03.07.2017 10:45;16.652,00
03.07.2017 10:45;03.07.2017 11:00;16.773,75
03.07.2017 11:00;03.07.2017 11:15;16.941,25
03.07.2017 11:15;03.07.2017 11:30;16.976,75
03.07.2017 11:30;03.07.2017 11:45;17.122,75
03.07.2017 11:45;03.07.2017 12:00;17.086,50
03.07.2017 12:00;03.07.2017 12:15;16.965,25
03.07.2017 12:15;03.07.2017 12:30;16.854,25
03.07.2017 12:30;03.07.2017 12:45;16.874,75
03.07.2017 12:45;03.07.2017 13:00;16.915,00
03.07.2017 13:00;03.07.2017 13:15;16.878,50
03.07.2017 13:15;03.07.2017 13:30;16.854,50
03.07.2017 13:30;03.07.2017 13:45;16.774,00
03.07.2017 13:45;03.07.2017 14:00;16.543,75
03.07.2017 14:00;03.07.2017 14:15;16.511,25
03.07.2017 14:15;03.07.2017 14:30;16.502,75
03.07.2017 14:30;03.07.2017 14:45;16.410,75
03.07.2017 14:45;03.07.2017 15:00;16.359,25
03.07.2017 15:00;03.07.2017 15:15;16.350,00
03.07.2017 15:15;03.07.2017 15:30;16.260,25
03.07.2017 15:30;03.07.2017 15:45;16.149,75
03.07.2017 15:45;03.07.2017 16:00;16.017,50
03.07.2017 16:00;03.07.2017 16:15;15.981,00
03.07.2017 16:15;03.07.2017 16:30;15.866,75
03.07.2017 16:30;03.07.2017 16:45;15.791,25
03.07.2017 16:45;03.07.2017 17:00;15.748,25
03.07.2017 17:00;03.07.2017 17:15;15.636,75
03.07.2017 17:15;03.07.2017 17:30;15.651,25
03.07.2017 17:30;03.07.2017 17:45;15.781,25
03.07.2017 17:45;03.07.2017 18:00;15.796,00
03.07.2017 18:00;03.07.2017 18:15;15.535,00
03.07.2017 18:15;03.07.2017 18:30;15.505,25
03.07.2017 18:30;03.07.2017 18:45;15.518,00
03.07.2017 18:45;03.07.2017 19:00;15.531,75
03.07.2017 19:00;03.07.2017 19:15;15.405,50
03.07.2017 19:15;03.07.2017 19:30;15.349,50
03.07.2017 19:30;03.07.2017 19:45;15.246,50
03.07.2017 19:45;03.07.2017 20:00;15.163,00
03.07.2017 20:00;03.07.2017 20:15;14.965,25
03.07.2017 20:15;03.07.2017 20:30;14.750,75
03.07.2017 20:30;03.07.2017 20:45;14.593,00
03.07.2017 20:45;03.07.2017 21:00;14.412,50
03.07.2017 21:00;03.07.2017 21:15;14.226,75
03.07.2017 21:15;03.07.2017 21:30;14.051,00
03.07.2017 21:30;03.07.2017 21:45;13.963,25
03.07.2017 21:45;03.07.2017 22:00;13.894,00
03.07.2017 22:00;03.07.2017 22:15;13.775,25
03.07.2017 22:15;03.07.2017 22:30;13.645,00
03.07.2017 22:30;03.07.2017 22:45;13.426,50
03.07.2017 22:45;03.07.2017 23:00;13.086,75
03.07.2017 23:00;03.07.2017 23:15;12.847,75
03.07.2017 23:15;03.07.2017 23:30;12.547,75
03.07.2017 23:30;03.07.2017 23:45;12.354,75
03.07.2017 23:45;04.07.2017 00:00;12.132,00
04.07.2017 00:00;04.07.2017 00:15;12.056,50
04.07.2017 00:15;04.07.2017 00:30;11.852,50
04.07.2017 00:30;04.07.2017 00:45;11.729,00
04.07.2017 00:45;04.07.2017 01:00;11.576,25
04.07.2017 01:00;04.07.2017 01:15;11.418,50
04.07.2017 01:15;04.07.2017 01:30;11.321,25
04.07.2017 01:30;04.07.2017 01:45;11.246,75
04.07.2017 01:45;04.07.2017 02:00;11.207,25
04.07.2017 02:00;04.07.2017 02:15;11.083,75
04.07.2017 02:15;04.07.2017 02:30;11.041,50
04.07.2017 02:30;04.07.2017 02:45;11.062,25
04.07.2017 02:45;04.07.2017 03:00;11.066,25
04.07.2017 03:00;04.07.2017 03:15;11.125,50
04.07.2017 03:15;04.07.2017 03:30;11.145,50
04.07.2017 03:30;04.07.2017 03:45;11.186,50
04.07.2017 03:45;04.07.2017 04:00;11.228,50
04.07.2017 04:00;04.07.2017 04:15;11.240,50
04.07.2017 04:15;04.07.2017 04:30;11.272,50
04.07.2017 04:30;04.07.2017 04:45;11.398,00
04.07.2017 04:45;04.07.2017 05:00;11.535,25
04.07.2017 05:00;04.07.2017 05:15;11.833,75
04.07.2017 05:15;04.07.2017 05:30;11.897,25
04.07.2017 05:30;04.07.2017 05:45;12.130,00
04.07.2017 05:45;04.07.2017 06:00;12.406,25
04.07.2017 06:00;04.07.2017 06:15;13.176,75
04.07.2017 06:15;04.07.2017 06:30;13.721,00
04.07.2017 06:30;04.07.2017 06:45;14.131,25
04.07.2017 06:45;04.07.2017 07:00;14.453,50
04.07.2017 07:00;04.07.2017 07:15;14.975,75
04.07.2017 07:15;04.07.2017 07:30;15.302,50
04.07.2017 07:30;04.07.2017 07:45;15.603,75
04.07.2017 07:45;04.07.2017 08:00;15.876,75
04.07.2017 08:00;04.07.2017 08:15;16.130,25
04.07.2017 08:15;04.07.2017 08:30;16.309,00
04.07.2017 08:30;04.07.2017 08:45;16.428,50
04.07.2017 08:45;04.07.2017 09:00;16.473,50
04.07.2017 09:00;04.07.2017 09:15;16.435,50
04.07.2017 09:15;04.07.2017 09:30;16.538,50
04.07.2017 09:30;04.07.2017 09:45;16.638,00
04.07.2017 09:45;04.07.2017 10:00;16.715,00
04.07.2017 10:00;04.07.2017 10:15;16.738,00
04.07.2017 10:15;04.07.2017 10:30;16.781,75
04.07.2017 10:30;04.07.2017 10:45;16.946,50
04.07.2017 10:45;04.07.2017 11:00;17.068,00
04.07.2017 11:00;04.07.2017 11:15;17.094,50
04.07.2017 11:15;04.07.2017 11:30;17.237,75
04.07.2017 11:30;04.07.2017 11:45;17.296,00
04.07.2017 11:45;04.07.2017 12:00;17.291,75
04.07.2017 12:00;04.07.2017 12:15;17.234,75
04.07.2017 12:15;04.07.2017 12:30;17.173,00
04.07.2017 12:30;04.07.2017 12:45;17.165,75
04.07.2017 12:45;04.07.2017 13:00;17.201,75
04.07.2017 13:00;04.07.2017 13:15;17.095,00
04.07.2017 13:15;04.07.2017 13:30;17.066,25
04.07.2017 13:30;04.07.2017 13:45;16.934,25
04.07.2017 13:45;04.07.2017 14:00;16.785,00
04.07.2017 14:00;04.07.2017 14:15;16.756,75
04.07.2017 14:15;04.07.2017 14:30;16.713,25
04.07.2017 14:30;04.07.2017 14:45;16.652,00
04.07.2017 14:45;04.07.2017 15:00;16.658,75
04.07.2017 15:00;04.07.2017 15:15;16.606,00
04.07.2017 15:15;04.07.2017 15:30;16.500,75
04.07.2017 15:30;04.07.2017 15:45;16.386,25
04.07.2017 15:45;04.07.2017 16:00;16.185,50
04.07.2017 16:00;04.07.2017 16:15;16.080,75
04.07.2017 16:15;04.07.2017 16:30;16.067,25
04.07.2017 16:30;04.07.2017 16:45;15.981,25
04.07.2017 16:45;04.07.2017 17:00;15.901,00
04.07.2017 17:00;04.07.2017 17:15;15.879,25
04.07.2017 17:15;04.07.2017 17:30;15.910,75
04.07.2017 17:30;04.07.2017 17:45;15.881,25
04.07.2017 17:45;04.07.2017 18:00;15.861,50
04.07.2017 18:00;04.07.2017 18:15;15.733,25
04.07.2017 18:15;04.07.2017 18:30;15.702,50
