Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen
22.06.2015 00:00;22.06.2015 00:15;10.859,00
22.06.2015 00:15;22.06.2015 00:30;10.725,75
22.06.2015 00:30;22.06.2015 00:45;10.545,50
22.06.2015 00:45;22.06.2015 01:00;10.435,50
22.06.2015 01:00;22.06.2015 01:15;10.371,75
22.06.2015 01:15;22.06.2015 01:30;10.301,00
22.06.2015 01:30;22.06.2015 01:45;10.171,50
22.06.2015 01:45;22.06.2015 02:00;10.160,50
22.06.2015 02:00;22.06.2015 02:15;10.094,75
22.06.2015 02:15;22.06.2015 02:30;10.061,00
22.06.2015 02:30;22.06.2015 02:45;10.044,00
22.06.2015 02:45;22.06.2015 03:00;10.087,75
22.06.2015 03:00;22.06.2015 03:15;10.119,00
22.06.2015 03:15;22.06.2015 03:30;10.172,00
22.06.2015 03:30;22.06.2015 03:45;10.179,00
22.06.2015 03:45;22.06.2015 04:00;10.216,50
22.06.2015 04:00;22.06.2015 04:15;10.391,25
22.06.2015 04:15;22.06.2015 04:30;10.438,00
22.06.2015 04:30;22.06.2015 04:45;10.526,00
22.06.2015 04:45;22.06.2015 05:00;10.680,00
22.06.2015 05:00;22.06.2015 05:15;10.952,00
22.06.2015 05:15;22.06.2015 05:30;11.125,25
22.06.2015 05:30;22.06.2015 05:45;11.489,00
22.06.2015 05:45;22.06.2015 06:00;11.912,00
22.06.2015 06:00;22.06.2015 06:15;12.767,00
22.06.2015 06:15;22.06.2015 06:30;13.367,00
22.06.2015 06:30;22.06.2015 06:45;13.861,50
22.06.2015 06:45;22.06.2015 07:00;14.268,50
22.06.2015 07:00;22.06.2015 07:15;14.784,00
22.06.2015 07:15;22.06.2015 07:30;15.132,50
22.06.2015 07:30;22.06.2015 07:45;15.383,00
22.06.2015 07:45;22.06.2015 08:00;15.627,25
22.06.2015 08:00;22.06.2015 08:15;15.971,50
22.06.2015 08:15;22.06.2015 08:30;16.134,25
22.06.2015 08:30;22.06.2015 08:45;15.927,25
22.06.2015 08:45;22.06.2015 09:00;15.982,50
22.06.2015 09:00;22.06.2015 09:15;15.935,25
22.06.2015 09:15;22.06.2015 09:30;16.061,25
22.06.2015 09:30;22.06.2015 09:45;16.281,75
22.06.2015 09:45;22.06.2015 10:00;16.435,75
22.06.2015 10:00;22.06.2015 10:15;16.503,50
22.06.2015 10:15;22.06.2015 10:30;16.576,75
22.06.2015 10:30;22.06.2015 10:45;16.688,00
22.06.2015 10:45;22.06.2015 11:00;16.745,50
22.06.2015 11:00;22.06.2015 11:15;16.893,75
22.06.2015 11:15;22.06.2015 11:30;16.988,50
22.06.2015 11:30;22.06.2015 11:45;17.058,50
22.06.2015 11:45;22.06.2015 12:00;17.094,50
22.06.2015 12:00;22.06.2015 12:15;16.936,25
22.06.2015 12:15;22.06.2015 12:30;16.924,25
22.06.2015 12:30;22.06.2015 12:45;16.879,00
22.06.2015 12:45;22.06.2015 13:00;16.878,00
22.06.2015 13:00;22.06.2015 13:15;16.983,75
22.06.2015 13:15;22.06.2015 13:30;16.827,00
22.06.2015 13:30;22.06.2015 13:45;16.748,75
22.06.2015 13:45;22.06.2015 14:00;16.582,50
22.06.2015 14:00;22.06.2015 14:15;16.464,25
22.06.2015 14:15;22.06.2015 14:30;16.491,75
22.06.2015 14:30;22.06.2015 14:45;16.394,25
22.06.2015 14:45;22.06.2015 15:00;16.286,50
22.06.2015 15:00;22.06.2015 15:15;16.304,50
22.06.2015 15:15;22.06.2015 15:30;16.262,25
22.06.2015 15:30;22.06.2015 15:45;16.169,00
22.06.2015 15:45;22.06.2015 16:00;16.047,50
22.06.2015 16:00;22.06.2015 16:15;15.911,00
22.06.2015 16:15;22.06.2015 16:30;15.906,00
22.06.2015 16:30;22.06.2015 16:45;15.824,50
22.06.2015 16:45;22.06.2015 17:00;15.779,00
22.06.2015 17:00;22.06.2015 17:15;15.747,50
22.06.2015 17:15;22.06.2015 17:30;15.729,25
22.06.2015 17:30;22.06.2015 17:45;15.803,75
22.06.2015 17:45;22.06.2015 18:00;15.830,75
22.06.2015 18:00;22.06.2015 18:15;15.730,50
22.06.2015 18:15;22.06.2015 18:30;15.686,50
22.06.2015 18:30;22.06.2015 18:45;15.646,00
22.06.2015 18:45;22.06.2015 19:00;15.633,00
22.06.2015 19:00;22.06.2015 19:15;15.550,75
22.06.2015 19:15;22.06.2015 19:30;15.358,25
22.06.2015 19:30;22.06.2015 19:45;15.314,25
22.06.2015 19:45;22.06.2015 20:00;15.268,25
22.06.2015 20:00;22.06.2015 20:15;15.044,50
22.06.2015 20:15;22.06.2015 20:30;14.810,25
22.06.2015 20:30;22.06.2015 20:45;14.670,25
22.06.2015 20:45;22.06.2015 21:00;14.497,00
22.06.2015 21:00;22.06.2015 21:15;14.403,50
22.06.2015 21:15;22.06.2015 21:30;14.318,25
22.06.2015 21:30;22.06.2015 21:45;14.181,50
22.06.2015 21:45;22.06.2015 22:00;14.042,50
22.06.2015 22:00;22.06.2015 22:15;13.866,75
22.06.2015 22:15;22.06.2015 22:30;13.576,00
22.06.2015 22:30;22.06.2015 22:45;13.230,50
22.06.2015 22:45;22.06.2015 23:00;12.945,00
22.06.2015 23:00;22.06.2015 23:15;12.548,25
22.06.2015 23:15;22.06.2015 23:30;12.265,50
22.06.2015 23:30;22.06.2015 23:45;12.030,75
22.06.2015 23:45;23.06.2015 00:00;11.801,50
23.06.2015 00:00;23.06.2015 00:15;11.636,75
23.06.2015 00:15;23.06.2015 00:30;11.443,00
23.06.2015 00:30;23.06.2015 00:45;11.256,00
23.06.2015 00:45;23.06.2015 01:00;11.128,50
23.06.2015 01:00;23.06.2015 01:15;11.086,25
23.06.2015 01:15;23.06.2015 01:30;11.006,25
23.06.2015 01:30;23.06.2015 01:45;10.935,00
23.06.2015 01:45;23.06.2015 02:00;10.859,25
23.06.2015 02:00;23.06.2015 02:15;10.782,25
23.06.2015 02:15;23.06.2015 02:30;10.757,75
23.06.2015 02:30;23.06.2015 02:45;10.718,25
23.06.2015 02:45;23.06.2015 03:00;10.723,75
23.06.2015 03:00;23.06.2015 03:15;10.767,75
23.06.2015 03:15;23.06.2015 03:30;10.779,00
23.06.2015 03:30;23.06.2015 03:45;10.797,50
23.06.2015 03:45;23.06.2015 04:00;10.851,00
23.06.2015 04:00;23.06.2015 04:15;10.990,50
23.06.2015 04:15;23.06.2015 04:30;11.065,75
23.06.2015 04:30;23.06.2015 04:45;11.191,00
23.06.2015 04:45;23.06.2015 05:00;11.317,25
23.06.2015 05:00;23.06.2015 05:15;11.533,75
23.06.2015 05:15;23.06.2015 05:30;11.603,00
23.06.2015 05:30;23.06.2015 05:45;11.902,00
23.06.2015 05:45;23.06.2015 06:00;12.216,00
23.06.2015 06:00;23.06.2015 06:15;13.085,75
23.06.2015 06:15;23.06.2015 06:30;13.637,50
23.06.2015 06:30;23.06.2015 06:45;14.072,75
23.06.2015 06:45;23.06.2015 07:00;14.465,50
23.06.2015 07:00;23.06.2015 07:15;15.039,75
23.06.2015 07:15;23.06.2015 07:30;15.325,25
23.06.2015 07:30;23.06.2015 07:45;15.571,50
23.06.2015 07:45;23.06.2015 08:00;15.834,25
23.06.2015 08:00;23.06.2015 08:15;16.037,75
23.06.2015 08:15;23.06.2015 08:30;16.143,50
23.06.2015 08:30;23.06.2015 08:45;16.217,50
23.06.2015 08:45;23.06.2015 09:00;16.251,50
23.06.2015 09:00;23.06.2015 09:15;16.594,25
23.06.2015 09:15;23.06.2015 09:30;16.704,25
23.06.2015 09:30;23.06.2015 09:45;16.775,00
23.06.2015 09:45;23.06.2015 10:00;16.924,75
23.06.2015 10:00;23.06.2015 10:15;17.032,75
23.06.2015 10:15;23.06.2015 10:30;17.133,25
23.06.2015 10:30;23.06.2015 10:45;17.212,50
23.06.2015 10:45;23.06.2015 11:00;17.250,75
23.06.2015 11:00;23.06.2015 11:15;17.408,50
23.06.2015 11:15;23.06.2015 11:30;17.498,75
23.06.2015 11:30;23.06.2015 11:45;17.611,25
23.06.2015 11:45;23.06.2015 12:00;17.437,00
23.06.2015 12:00;23.06.2015 12:15;17.210,25
23.06.2015 12:15;23.06.2015 12:30;17.137,75
23.06.2015 12:30;23.06.2015 12:45;17.063,00
23.06.2015 12:45;23.06.2015 13:00;17.028,75
23.06.2015 13:00;23.06.2015 13:15;17.112,00
23.06.2015 13:15;23.06.2015 13:30;17.069,00
23.06.2015 13:30;23.06.2015 13:45;16.955,25
23.06.2015 13:45;23.06.2015 14:00;16.819,75
23.06.2015 14:00;23.06.2015 14:15;16.760,00
23.06.2015 14:15;23.06.2015 14:30;16.700,75
23.06.2015 14:30;23.06.2015 14:45;16.634,00
23.06.2015 14:45;23.06.2015 15:00;16.615,75
23.06.2015 15:00;23.06.2015 15:15;16.586,75
23.06.2015 15:15;23.06.2015 15:30;16.513,25
23.06.2015 15:30;23.06.2015 15:45;16.420,50
23.06.2015 15:45;23.06.2015 16:00;16.355,75
23.06.2015 16:00;23.06.2015 16:15;16.323,75
23.06.2015 16:15;23.06.2015 16:30;16.318,25
23.06.2015 16:30;23.06.2015 16:45;16.243,25
23.06.2015 16:45;23.06.2015 17:00;16.096,75
23.06.2015 17:00;23.06.2015 17:15;16.102,75
23.06.2015 17:15;23.06.2015 17:30;16.041,50
