date_id;date_id;Gesamtstromverbrauch
2023-06-11T00:00:00;2023-06-11T00:00:00;42.38
2023-06-11T01:00:00;2023-06-11T01:00:00;41.308
2023-06-11T02:00:00;2023-06-11T02:00:00;40.1
2023-06-11T03:00:00;2023-06-11T03:00:00;40.166
2023-06-11T04:00:00;2023-06-11T04:00:00;40.593
2023-06-11T05:00:00;2023-06-11T05:00:00;40.269
2023-06-11T06:00:00;2023-06-11T06:00:00;41.795
2023-06-11T07:00:00;2023-06-11T07:00:00;43.936
2023-06-11T08:00:00;2023-06-11T08:00:00;47.232
2023-06-11T09:00:00;2023-06-11T09:00:00;51.358
2023-06-11T10:00:00;2023-06-11T10:00:00;53.356
2023-06-11T11:00:00;2023-06-11T11:00:00;54.484
2023-06-11T12:00:00;2023-06-11T12:00:00;54.695
2023-06-11T13:00:00;2023-06-11T13:00:00;53.643
2023-06-11T14:00:00;2023-06-11T14:00:00;52.703
2023-06-11T15:00:00;2023-06-11T15:00:00;51.502
2023-06-11T16:00:00;2023-06-11T16:00:00;52.133
2023-06-11T17:00:00;2023-06-11T17:00:00;52.526
2023-06-11T18:00:00;2023-06-11T18:00:00;50.471
2023-06-11T19:00:00;2023-06-11T19:00:00;50.184
2023-06-11T20:00:00;2023-06-11T20:00:00;47.906
2023-06-11T21:00:00;2023-06-11T21:00:00;46.548
2023-06-11T22:00:00;2023-06-11T22:00:00;47.474
2023-06-11T23:00:00;2023-06-11T23:00:00;45.914
2023-06-12T00:00:00;2023-06-12T00:00:00;45.459
2023-06-12T01:00:00;2023-06-12T01:00:00;44.545
2023-06-12T02:00:00;2023-06-12T02:00:00;43.089
2023-06-12T03:00:00;2023-06-12T03:00:00;43.432
2023-06-12T04:00:00;2023-06-12T04:00:00;42.955
2023-06-12T05:00:00;2023-06-12T05:00:00;45.347
2023-06-12T06:00:00;2023-06-12T06:00:00;51.749
2023-06-12T07:00:00;2023-06-12T07:00:00;57.211
2023-06-12T08:00:00;2023-06-12T08:00:00;61.486
2023-06-12T09:00:00;2023-06-12T09:00:00;63.38
2023-06-12T10:00:00;2023-06-12T10:00:00;66.89
2023-06-12T11:00:00;2023-06-12T11:00:00;70.171
2023-06-12T12:00:00;2023-06-12T12:00:00;70.205
2023-06-12T13:00:00;2023-06-12T13:00:00;70.297
2023-06-12T14:00:00;2023-06-12T14:00:00;68.788
2023-06-12T15:00:00;2023-06-12T15:00:00;66.444
2023-06-12T16:00:00;2023-06-12T16:00:00;63.459
2023-06-12T17:00:00;2023-06-12T17:00:00;62.869
2023-06-12T18:00:00;2023-06-12T18:00:00;61.596
2023-06-12T19:00:00;2023-06-12T19:00:00;59.834
2023-06-12T20:00:00;2023-06-12T20:00:00;57.266
2023-06-12T21:00:00;2023-06-12T21:00:00;54.372
2023-06-12T22:00:00;2023-06-12T22:00:00;53.508
