date_id;date_id;Gesamtstromverbrauch
2017-06-11T00:00:00;2017-06-11T00:00:00;46.96
2017-06-11T01:00:00;2017-06-11T01:00:00;46.486
2017-06-11T02:00:00;2017-06-11T02:00:00;46.052
2017-06-11T03:00:00;2017-06-11T03:00:00;46.61
2017-06-11T04:00:00;2017-06-11T04:00:00;46.818
2017-06-11T05:00:00;2017-06-11T05:00:00;47.657
2017-06-11T06:00:00;2017-06-11T06:00:00;47.224
2017-06-11T07:00:00;2017-06-11T07:00:00;47.028
2017-06-11T08:00:00;2017-06-11T08:00:00;49.809
2017-06-11T09:00:00;2017-06-11T09:00:00;52.877
2017-06-11T10:00:00;2017-06-11T10:00:00;57.677
2017-06-11T11:00:00;2017-06-11T11:00:00;59.887
2017-06-11T12:00:00;2017-06-11T12:00:00;61.35
2017-06-11T13:00:00;2017-06-11T13:00:00;59.553
2017-06-11T14:00:00;2017-06-11T14:00:00;58.325
2017-06-11T15:00:00;2017-06-11T15:00:00;57.355
2017-06-11T16:00:00;2017-06-11T16:00:00;54.831
2017-06-11T17:00:00;2017-06-11T17:00:00;53.588
2017-06-11T18:00:00;2017-06-11T18:00:00;52.5
2017-06-11T19:00:00;2017-06-11T19:00:00;51.725
2017-06-11T20:00:00;2017-06-11T20:00:00;50.988
2017-06-11T21:00:00;2017-06-11T21:00:00;50.185
2017-06-11T22:00:00;2017-06-11T22:00:00;50.754
2017-06-11T23:00:00;2017-06-11T23:00:00;48.716
2017-06-12T00:00:00;2017-06-12T00:00:00;46.723
2017-06-12T01:00:00;2017-06-12T01:00:00;45.897
2017-06-12T02:00:00;2017-06-12T02:00:00;47.978
2017-06-12T03:00:00;2017-06-12T03:00:00;50.09
2017-06-12T04:00:00;2017-06-12T04:00:00;51.119
2017-06-12T05:00:00;2017-06-12T05:00:00;52.748
2017-06-12T06:00:00;2017-06-12T06:00:00;58.994
2017-06-12T07:00:00;2017-06-12T07:00:00;64.934
2017-06-12T08:00:00;2017-06-12T08:00:00;69.962
2017-06-12T09:00:00;2017-06-12T09:00:00;71.389
2017-06-12T10:00:00;2017-06-12T10:00:00;73.305
2017-06-12T11:00:00;2017-06-12T11:00:00;75.114
2017-06-12T12:00:00;2017-06-12T12:00:00;76.137
2017-06-12T13:00:00;2017-06-12T13:00:00;75.915
2017-06-12T14:00:00;2017-06-12T14:00:00;77.096
2017-06-12T15:00:00;2017-06-12T15:00:00;75.673
2017-06-12T16:00:00;2017-06-12T16:00:00;72.517
2017-06-12T17:00:00;2017-06-12T17:00:00;70.486
2017-06-12T18:00:00;2017-06-12T18:00:00;69.367
2017-06-12T19:00:00;2017-06-12T19:00:00;68.143
2017-06-12T20:00:00;2017-06-12T20:00:00;64.515
2017-06-12T21:00:00;2017-06-12T21:00:00;61.554
2017-06-12T22:00:00;2017-06-12T22:00:00;59.164
2017-06-12T23:00:00;2017-06-12T23:00:00;57.513
2017-06-13T00:00:00;2017-06-13T00:00:00;55.557
2017-06-13T01:00:00;2017-06-13T01:00:00;54.52
2017-06-13T02:00:00;2017-06-13T02:00:00;54.961
2017-06-13T03:00:00;2017-06-13T03:00:00;55.163
2017-06-13T04:00:00;2017-06-13T04:00:00;57.242
2017-06-13T05:00:00;2017-06-13T05:00:00;57.293
2017-06-13T06:00:00;2017-06-13T06:00:00;61.59
2017-06-13T07:00:00;2017-06-13T07:00:00;65.161
2017-06-13T08:00:00;2017-06-13T08:00:00;69.057
2017-06-13T09:00:00;2017-06-13T09:00:00;70.033
2017-06-13T10:00:00;2017-06-13T10:00:00;71.568
