Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen
29.06.2021 00:00;29.06.2021 00:15;12.669,50
29.06.2021 00:15;29.06.2021 00:30;12.468,50
29.06.2021 00:30;29.06.2021 00:45;12.335,00
29.06.2021 00:45;29.06.2021 01:00;12.304,75
29.06.2021 01:00;29.06.2021 01:15;12.113,25
29.06.2021 01:15;29.06.2021 01:30;11.993,00
29.06.2021 01:30;29.06.2021 01:45;12.007,00
29.06.2021 01:45;29.06.2021 02:00;11.977,00
29.06.2021 02:00;29.06.2021 02:15;11.829,25
29.06.2021 02:15;29.06.2021 02:30;11.822,25
29.06.2021 02:30;29.06.2021 02:45;11.893,75
29.06.2021 02:45;29.06.2021 03:00;11.859,00
29.06.2021 03:00;29.06.2021 03:15;11.795,50
29.06.2021 03:15;29.06.2021 03:30;11.827,25
29.06.2021 03:30;29.06.2021 03:45;11.842,00
29.06.2021 03:45;29.06.2021 04:00;11.869,00
29.06.2021 04:00;29.06.2021 04:15;12.023,25
29.06.2021 04:15;29.06.2021 04:30;12.127,00
29.06.2021 04:30;29.06.2021 04:45;12.184,25
29.06.2021 04:45;29.06.2021 05:00;12.138,00
29.06.2021 05:00;29.06.2021 05:15;12.319,75
29.06.2021 05:15;29.06.2021 05:30;12.473,50
29.06.2021 05:30;29.06.2021 05:45;12.713,00
29.06.2021 05:45;29.06.2021 06:00;13.036,25
29.06.2021 06:00;29.06.2021 06:15;13.744,25
29.06.2021 06:15;29.06.2021 06:30;14.122,50
29.06.2021 06:30;29.06.2021 06:45;14.495,50
29.06.2021 06:45;29.06.2021 07:00;14.763,00
29.06.2021 07:00;29.06.2021 07:15;15.236,25
29.06.2021 07:15;29.06.2021 07:30;15.480,00
29.06.2021 07:30;29.06.2021 07:45;15.750,75
29.06.2021 07:45;29.06.2021 08:00;15.932,50
29.06.2021 08:00;29.06.2021 08:15;16.169,00
29.06.2021 08:15;29.06.2021 08:30;16.257,50
29.06.2021 08:30;29.06.2021 08:45;16.393,25
29.06.2021 08:45;29.06.2021 09:00;16.461,50
29.06.2021 09:00;29.06.2021 09:15;16.408,75
29.06.2021 09:15;29.06.2021 09:30;16.489,25
29.06.2021 09:30;29.06.2021 09:45;16.675,25
29.06.2021 09:45;29.06.2021 10:00;16.781,25
29.06.2021 10:00;29.06.2021 10:15;16.795,00
29.06.2021 10:15;29.06.2021 10:30;16.872,75
29.06.2021 10:30;29.06.2021 10:45;17.009,25
29.06.2021 10:45;29.06.2021 11:00;17.145,75
29.06.2021 11:00;29.06.2021 11:15;17.157,00
29.06.2021 11:15;29.06.2021 11:30;17.238,75
29.06.2021 11:30;29.06.2021 11:45;17.367,25
29.06.2021 11:45;29.06.2021 12:00;17.414,50
29.06.2021 12:00;29.06.2021 12:15;17.225,25
29.06.2021 12:15;29.06.2021 12:30;17.186,25
29.06.2021 12:30;29.06.2021 12:45;17.190,50
29.06.2021 12:45;29.06.2021 13:00;17.191,00
29.06.2021 13:00;29.06.2021 13:15;17.148,25
29.06.2021 13:15;29.06.2021 13:30;17.074,75
29.06.2021 13:30;29.06.2021 13:45;16.914,50
29.06.2021 13:45;29.06.2021 14:00;16.763,50
29.06.2021 14:00;29.06.2021 14:15;16.769,75
29.06.2021 14:15;29.06.2021 14:30;16.777,00
29.06.2021 14:30;29.06.2021 14:45;16.760,50
29.06.2021 14:45;29.06.2021 15:00;16.733,25
29.06.2021 15:00;29.06.2021 15:15;16.649,50
29.06.2021 15:15;29.06.2021 15:30;16.578,00
29.06.2021 15:30;29.06.2021 15:45;16.396,75
29.06.2021 15:45;29.06.2021 16:00;16.270,25
29.06.2021 16:00;29.06.2021 16:15;16.266,50
29.06.2021 16:15;29.06.2021 16:30;16.249,75
29.06.2021 16:30;29.06.2021 16:45;16.291,25
29.06.2021 16:45;29.06.2021 17:00;16.265,50
29.06.2021 17:00;29.06.2021 17:15;16.185,00
29.06.2021 17:15;29.06.2021 17:30;16.237,75
29.06.2021 17:30;29.06.2021 17:45;16.202,75
29.06.2021 17:45;29.06.2021 18:00;16.163,75
29.06.2021 18:00;29.06.2021 18:15;15.915,00
29.06.2021 18:15;29.06.2021 18:30;15.700,50
29.06.2021 18:30;29.06.2021 18:45;15.569,75
29.06.2021 18:45;29.06.2021 19:00;15.651,00
29.06.2021 19:00;29.06.2021 19:15;15.554,50
29.06.2021 19:15;29.06.2021 19:30;15.171,75
29.06.2021 19:30;29.06.2021 19:45;14.885,25
29.06.2021 19:45;29.06.2021 20:00;14.744,75
29.06.2021 20:00;29.06.2021 20:15;14.751,75
29.06.2021 20:15;29.06.2021 20:30;14.585,00
29.06.2021 20:30;29.06.2021 20:45;14.490,75
29.06.2021 20:45;29.06.2021 21:00;14.356,00
29.06.2021 21:00;29.06.2021 21:15;14.158,50
29.06.2021 21:15;29.06.2021 21:30;13.991,50
29.06.2021 21:30;29.06.2021 21:45;13.847,75
29.06.2021 21:45;29.06.2021 22:00;13.782,75
29.06.2021 22:00;29.06.2021 22:15;13.768,50
29.06.2021 22:15;29.06.2021 22:30;13.611,50
29.06.2021 22:30;29.06.2021 22:45;13.458,00
29.06.2021 22:45;29.06.2021 23:00;13.278,25
29.06.2021 23:00;29.06.2021 23:15;12.963,25
29.06.2021 23:15;29.06.2021 23:30;12.819,50
29.06.2021 23:30;29.06.2021 23:45;12.574,50
