Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen
11.07.2021 00:00;11.07.2021 00:15;10.424,25
11.07.2021 00:15;11.07.2021 00:30;10.268,25
11.07.2021 00:30;11.07.2021 00:45;10.116,25
11.07.2021 00:45;11.07.2021 01:00;9.997,75
11.07.2021 01:00;11.07.2021 01:15;9.839,00
11.07.2021 01:15;11.07.2021 01:30;9.754,25
11.07.2021 01:30;11.07.2021 01:45;9.666,25
11.07.2021 01:45;11.07.2021 02:00;9.613,00
11.07.2021 02:00;11.07.2021 02:15;9.592,00
11.07.2021 02:15;11.07.2021 02:30;9.538,75
11.07.2021 02:30;11.07.2021 02:45;9.493,50
11.07.2021 02:45;11.07.2021 03:00;9.386,25
11.07.2021 03:00;11.07.2021 03:15;9.412,50
11.07.2021 03:15;11.07.2021 03:30;9.363,75
11.07.2021 03:30;11.07.2021 03:45;9.292,75
11.07.2021 03:45;11.07.2021 04:00;9.256,50
11.07.2021 04:00;11.07.2021 04:15;9.289,25
11.07.2021 04:15;11.07.2021 04:30;9.319,50
11.07.2021 04:30;11.07.2021 04:45;9.309,50
11.07.2021 04:45;11.07.2021 05:00;9.222,25
11.07.2021 05:00;11.07.2021 05:15;9.357,00
11.07.2021 05:15;11.07.2021 05:30;9.344,75
11.07.2021 05:30;11.07.2021 05:45;9.328,00
11.07.2021 05:45;11.07.2021 06:00;9.277,75
11.07.2021 06:00;11.07.2021 06:15;9.492,25
11.07.2021 06:15;11.07.2021 06:30;9.525,75
11.07.2021 06:30;11.07.2021 06:45;9.633,75
11.07.2021 06:45;11.07.2021 07:00;9.649,00
11.07.2021 07:00;11.07.2021 07:15;9.807,50
11.07.2021 07:15;11.07.2021 07:30;9.971,25
11.07.2021 07:30;11.07.2021 07:45;10.149,00
11.07.2021 07:45;11.07.2021 08:00;10.285,75
11.07.2021 08:00;11.07.2021 08:15;10.462,25
11.07.2021 08:15;11.07.2021 08:30;10.705,50
11.07.2021 08:30;11.07.2021 08:45;10.898,25
11.07.2021 08:45;11.07.2021 09:00;11.128,75
11.07.2021 09:00;11.07.2021 09:15;11.367,50
11.07.2021 09:15;11.07.2021 09:30;11.550,25
11.07.2021 09:30;11.07.2021 09:45;11.706,00
11.07.2021 09:45;11.07.2021 10:00;11.875,50
11.07.2021 10:00;11.07.2021 10:15;12.041,75
11.07.2021 10:15;11.07.2021 10:30;12.167,00
11.07.2021 10:30;11.07.2021 10:45;12.345,75
11.07.2021 10:45;11.07.2021 11:00;12.523,25
11.07.2021 11:00;11.07.2021 11:15;12.649,75
11.07.2021 11:15;11.07.2021 11:30;12.796,00
11.07.2021 11:30;11.07.2021 11:45;12.892,00
11.07.2021 11:45;11.07.2021 12:00;12.909,75
11.07.2021 12:00;11.07.2021 12:15;12.822,75
11.07.2021 12:15;11.07.2021 12:30;12.752,00
11.07.2021 12:30;11.07.2021 12:45;12.774,50
11.07.2021 12:45;11.07.2021 13:00;12.637,75
11.07.2021 13:00;11.07.2021 13:15;12.441,00
11.07.2021 13:15;11.07.2021 13:30;12.406,75
11.07.2021 13:30;11.07.2021 13:45;12.314,25
11.07.2021 13:45;11.07.2021 14:00;12.197,25
11.07.2021 14:00;11.07.2021 14:15;12.090,75
11.07.2021 14:15;11.07.2021 14:30;12.120,75
11.07.2021 14:30;11.07.2021 14:45;12.020,00
11.07.2021 14:45;11.07.2021 15:00;11.913,25
11.07.2021 15:00;11.07.2021 15:15;11.879,50
11.07.2021 15:15;11.07.2021 15:30;11.825,25
11.07.2021 15:30;11.07.2021 15:45;11.916,75
11.07.2021 15:45;11.07.2021 16:00;11.835,00
11.07.2021 16:00;11.07.2021 16:15;11.827,00
11.07.2021 16:15;11.07.2021 16:30;11.862,50
11.07.2021 16:30;11.07.2021 16:45;11.928,50
11.07.2021 16:45;11.07.2021 17:00;11.953,00
11.07.2021 17:00;11.07.2021 17:15;12.013,75
11.07.2021 17:15;11.07.2021 17:30;12.086,00
11.07.2021 17:30;11.07.2021 17:45;12.111,00
11.07.2021 17:45;11.07.2021 18:00;12.177,50
11.07.2021 18:00;11.07.2021 18:15;12.362,75
11.07.2021 18:15;11.07.2021 18:30;12.410,00
11.07.2021 18:30;11.07.2021 18:45;12.385,25
11.07.2021 18:45;11.07.2021 19:00;12.411,25
11.07.2021 19:00;11.07.2021 19:15;12.459,75
11.07.2021 19:15;11.07.2021 19:30;12.371,50
11.07.2021 19:30;11.07.2021 19:45;12.366,75
11.07.2021 19:45;11.07.2021 20:00;12.266,50
11.07.2021 20:00;11.07.2021 20:15;12.312,75
11.07.2021 20:15;11.07.2021 20:30;12.274,75
11.07.2021 20:30;11.07.2021 20:45;12.213,25
11.07.2021 20:45;11.07.2021 21:00;12.192,00
11.07.2021 21:00;11.07.2021 21:15;12.203,75
11.07.2021 21:15;11.07.2021 21:30;12.079,75
11.07.2021 21:30;11.07.2021 21:45;12.113,00
11.07.2021 21:45;11.07.2021 22:00;12.276,75
11.07.2021 22:00;11.07.2021 22:15;12.419,25
11.07.2021 22:15;11.07.2021 22:30;12.321,50
11.07.2021 22:30;11.07.2021 22:45;12.171,00
11.07.2021 22:45;11.07.2021 23:00;12.060,00
11.07.2021 23:00;11.07.2021 23:15;11.943,25
11.07.2021 23:15;11.07.2021 23:30;11.795,50
11.07.2021 23:30;11.07.2021 23:45;11.620,00
11.07.2021 23:45;12.07.2021 00:00;11.508,25
