Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen
22.06.2016 00:00;22.06.2016 00:15;11.496,75
22.06.2016 00:15;22.06.2016 00:30;11.420,00
22.06.2016 00:30;22.06.2016 00:45;11.251,75
22.06.2016 00:45;22.06.2016 01:00;11.174,50
22.06.2016 01:00;22.06.2016 01:15;11.087,75
22.06.2016 01:15;22.06.2016 01:30;10.970,50
22.06.2016 01:30;22.06.2016 01:45;10.917,75
22.06.2016 01:45;22.06.2016 02:00;10.848,50
22.06.2016 02:00;22.06.2016 02:15;10.767,50
22.06.2016 02:15;22.06.2016 02:30;10.728,00
22.06.2016 02:30;22.06.2016 02:45;10.741,25
22.06.2016 02:45;22.06.2016 03:00;10.745,75
22.06.2016 03:00;22.06.2016 03:15;10.773,00
22.06.2016 03:15;22.06.2016 03:30;10.798,00
22.06.2016 03:30;22.06.2016 03:45;10.820,50
22.06.2016 03:45;22.06.2016 04:00;10.852,75
22.06.2016 04:00;22.06.2016 04:15;10.987,75
22.06.2016 04:15;22.06.2016 04:30;11.034,50
22.06.2016 04:30;22.06.2016 04:45;11.152,75
22.06.2016 04:45;22.06.2016 05:00;11.194,25
22.06.2016 05:00;22.06.2016 05:15;11.454,75
22.06.2016 05:15;22.06.2016 05:30;11.653,50
22.06.2016 05:30;22.06.2016 05:45;11.916,25
22.06.2016 05:45;22.06.2016 06:00;12.288,25
22.06.2016 06:00;22.06.2016 06:15;13.067,00
22.06.2016 06:15;22.06.2016 06:30;13.638,50
22.06.2016 06:30;22.06.2016 06:45;14.065,25
22.06.2016 06:45;22.06.2016 07:00;14.471,25
22.06.2016 07:00;22.06.2016 07:15;15.026,75
22.06.2016 07:15;22.06.2016 07:30;15.379,25
22.06.2016 07:30;22.06.2016 07:45;15.596,50
22.06.2016 07:45;22.06.2016 08:00;15.880,50
22.06.2016 08:00;22.06.2016 08:15;16.097,75
22.06.2016 08:15;22.06.2016 08:30;16.268,75
22.06.2016 08:30;22.06.2016 08:45;16.359,50
22.06.2016 08:45;22.06.2016 09:00;16.428,25
22.06.2016 09:00;22.06.2016 09:15;16.402,50
22.06.2016 09:15;22.06.2016 09:30;16.533,75
22.06.2016 09:30;22.06.2016 09:45;16.652,50
22.06.2016 09:45;22.06.2016 10:00;16.743,00
22.06.2016 10:00;22.06.2016 10:15;16.806,25
22.06.2016 10:15;22.06.2016 10:30;16.907,00
22.06.2016 10:30;22.06.2016 10:45;17.012,50
22.06.2016 10:45;22.06.2016 11:00;17.139,50
22.06.2016 11:00;22.06.2016 11:15;17.209,75
22.06.2016 11:15;22.06.2016 11:30;17.359,75
22.06.2016 11:30;22.06.2016 11:45;17.402,75
22.06.2016 11:45;22.06.2016 12:00;17.389,00
22.06.2016 12:00;22.06.2016 12:15;17.241,25
22.06.2016 12:15;22.06.2016 12:30;17.216,50
22.06.2016 12:30;22.06.2016 12:45;17.118,00
22.06.2016 12:45;22.06.2016 13:00;17.094,75
22.06.2016 13:00;22.06.2016 13:15;17.057,25
22.06.2016 13:15;22.06.2016 13:30;16.992,00
22.06.2016 13:30;22.06.2016 13:45;16.918,25
22.06.2016 13:45;22.06.2016 14:00;16.770,75
22.06.2016 14:00;22.06.2016 14:15;16.646,50
22.06.2016 14:15;22.06.2016 14:30;16.632,75
22.06.2016 14:30;22.06.2016 14:45;16.581,00
22.06.2016 14:45;22.06.2016 15:00;16.515,50
22.06.2016 15:00;22.06.2016 15:15;16.502,00
22.06.2016 15:15;22.06.2016 15:30;16.376,00
22.06.2016 15:30;22.06.2016 15:45;16.300,00
22.06.2016 15:45;22.06.2016 16:00;16.167,00
22.06.2016 16:00;22.06.2016 16:15;16.050,75
22.06.2016 16:15;22.06.2016 16:30;15.935,25
22.06.2016 16:30;22.06.2016 16:45;15.874,75
22.06.2016 16:45;22.06.2016 17:00;15.864,50
22.06.2016 17:00;22.06.2016 17:15;15.866,25
22.06.2016 17:15;22.06.2016 17:30;15.838,75
22.06.2016 17:30;22.06.2016 17:45;15.827,25
22.06.2016 17:45;22.06.2016 18:00;15.804,75
22.06.2016 18:00;22.06.2016 18:15;15.663,75
22.06.2016 18:15;22.06.2016 18:30;15.591,75
22.06.2016 18:30;22.06.2016 18:45;15.516,25
22.06.2016 18:45;22.06.2016 19:00;15.648,25
22.06.2016 19:00;22.06.2016 19:15;15.588,75
22.06.2016 19:15;22.06.2016 19:30;15.411,50
22.06.2016 19:30;22.06.2016 19:45;15.330,00
22.06.2016 19:45;22.06.2016 20:00;15.180,75
22.06.2016 20:00;22.06.2016 20:15;15.007,25
22.06.2016 20:15;22.06.2016 20:30;14.832,25
22.06.2016 20:30;22.06.2016 20:45;14.710,25
22.06.2016 20:45;22.06.2016 21:00;14.536,00
22.06.2016 21:00;22.06.2016 21:15;14.396,25
22.06.2016 21:15;22.06.2016 21:30;14.250,25
22.06.2016 21:30;22.06.2016 21:45;14.143,75
22.06.2016 21:45;22.06.2016 22:00;14.006,50
22.06.2016 22:00;22.06.2016 22:15;13.982,00
22.06.2016 22:15;22.06.2016 22:30;13.855,00
22.06.2016 22:30;22.06.2016 22:45;13.586,50
22.06.2016 22:45;22.06.2016 23:00;13.297,25
22.06.2016 23:00;22.06.2016 23:15;12.978,25
22.06.2016 23:15;22.06.2016 23:30;12.632,25
22.06.2016 23:30;22.06.2016 23:45;12.383,50
22.06.2016 23:45;23.06.2016 00:00;12.195,75
23.06.2016 00:00;23.06.2016 00:15;11.789,75
23.06.2016 00:15;23.06.2016 00:30;11.634,75
23.06.2016 00:30;23.06.2016 00:45;11.514,00
23.06.2016 00:45;23.06.2016 01:00;11.413,25
23.06.2016 01:00;23.06.2016 01:15;11.257,50
23.06.2016 01:15;23.06.2016 01:30;11.135,00
23.06.2016 01:30;23.06.2016 01:45;11.066,25
23.06.2016 01:45;23.06.2016 02:00;10.988,50
23.06.2016 02:00;23.06.2016 02:15;10.891,75
23.06.2016 02:15;23.06.2016 02:30;10.874,50
23.06.2016 02:30;23.06.2016 02:45;10.905,75
23.06.2016 02:45;23.06.2016 03:00;10.876,25
23.06.2016 03:00;23.06.2016 03:15;10.969,25
23.06.2016 03:15;23.06.2016 03:30;10.908,75
23.06.2016 03:30;23.06.2016 03:45;10.946,75
23.06.2016 03:45;23.06.2016 04:00;10.929,00
23.06.2016 04:00;23.06.2016 04:15;11.016,75
23.06.2016 04:15;23.06.2016 04:30;11.077,75
23.06.2016 04:30;23.06.2016 04:45;11.135,25
23.06.2016 04:45;23.06.2016 05:00;11.147,50
23.06.2016 05:00;23.06.2016 05:15;11.445,25
23.06.2016 05:15;23.06.2016 05:30;11.567,00
23.06.2016 05:30;23.06.2016 05:45;11.859,25
23.06.2016 05:45;23.06.2016 06:00;12.251,25
23.06.2016 06:00;23.06.2016 06:15;13.019,50
23.06.2016 06:15;23.06.2016 06:30;13.505,75
23.06.2016 06:30;23.06.2016 06:45;13.975,75
23.06.2016 06:45;23.06.2016 07:00;14.333,25
23.06.2016 07:00;23.06.2016 07:15;14.859,25
23.06.2016 07:15;23.06.2016 07:30;15.202,75
23.06.2016 07:30;23.06.2016 07:45;15.523,25
23.06.2016 07:45;23.06.2016 08:00;15.810,25
23.06.2016 08:00;23.06.2016 08:15;16.102,00
23.06.2016 08:15;23.06.2016 08:30;16.264,00
23.06.2016 08:30;23.06.2016 08:45;16.413,50
23.06.2016 08:45;23.06.2016 09:00;16.481,50
23.06.2016 09:00;23.06.2016 09:15;16.463,25
23.06.2016 09:15;23.06.2016 09:30;16.583,50
23.06.2016 09:30;23.06.2016 09:45;16.723,50
23.06.2016 09:45;23.06.2016 10:00;16.854,00
23.06.2016 10:00;23.06.2016 10:15;16.923,00
23.06.2016 10:15;23.06.2016 10:30;17.078,25
23.06.2016 10:30;23.06.2016 10:45;17.213,75
23.06.2016 10:45;23.06.2016 11:00;17.364,00
23.06.2016 11:00;23.06.2016 11:15;17.455,00
23.06.2016 11:15;23.06.2016 11:30;17.572,00
23.06.2016 11:30;23.06.2016 11:45;17.731,00
23.06.2016 11:45;23.06.2016 12:00;17.739,75
23.06.2016 12:00;23.06.2016 12:15;17.575,50
23.06.2016 12:15;23.06.2016 12:30;17.492,25
23.06.2016 12:30;23.06.2016 12:45;17.548,75
23.06.2016 12:45;23.06.2016 13:00;17.565,25
23.06.2016 13:00;23.06.2016 13:15;17.592,00
23.06.2016 13:15;23.06.2016 13:30;17.580,50
23.06.2016 13:30;23.06.2016 13:45;17.471,50
23.06.2016 13:45;23.06.2016 14:00;17.294,50
23.06.2016 14:00;23.06.2016 14:15;17.189,00
23.06.2016 14:15;23.06.2016 14:30;17.167,00
23.06.2016 14:30;23.06.2016 14:45;17.130,50
23.06.2016 14:45;23.06.2016 15:00;17.080,00
23.06.2016 15:00;23.06.2016 15:15;16.978,75
23.06.2016 15:15;23.06.2016 15:30;16.819,50
23.06.2016 15:30;23.06.2016 15:45;16.699,75
23.06.2016 15:45;23.06.2016 16:00;16.586,75
23.06.2016 16:00;23.06.2016 16:15;16.485,75
23.06.2016 16:15;23.06.2016 16:30;16.399,00
23.06.2016 16:30;23.06.2016 16:45;16.374,00
23.06.2016 16:45;23.06.2016 17:00;16.258,00
23.06.2016 17:00;23.06.2016 17:15;16.169,50
23.06.2016 17:15;23.06.2016 17:30;16.173,00
23.06.2016 17:30;23.06.2016 17:45;16.129,50
23.06.2016 17:45;23.06.2016 18:00;16.153,50
23.06.2016 18:00;23.06.2016 18:15;16.011,75
23.06.2016 18:15;23.06.2016 18:30;15.958,00
23.06.2016 18:30;23.06.2016 18:45;15.944,00
