Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen
12.06.2019 00:00;12.06.2019 00:15;11.993,25
12.06.2019 00:15;12.06.2019 00:30;11.786,50
12.06.2019 00:30;12.06.2019 00:45;11.740,50
12.06.2019 00:45;12.06.2019 01:00;11.653,00
12.06.2019 01:00;12.06.2019 01:15;11.492,50
12.06.2019 01:15;12.06.2019 01:30;11.448,25
12.06.2019 01:30;12.06.2019 01:45;11.359,00
12.06.2019 01:45;12.06.2019 02:00;11.300,25
12.06.2019 02:00;12.06.2019 02:15;11.204,00
12.06.2019 02:15;12.06.2019 02:30;11.252,75
12.06.2019 02:30;12.06.2019 02:45;11.209,00
12.06.2019 02:45;12.06.2019 03:00;11.243,50
12.06.2019 03:00;12.06.2019 03:15;11.236,75
12.06.2019 03:15;12.06.2019 03:30;11.223,25
12.06.2019 03:30;12.06.2019 03:45;11.218,00
12.06.2019 03:45;12.06.2019 04:00;11.161,00
12.06.2019 04:00;12.06.2019 04:15;11.176,75
12.06.2019 04:15;12.06.2019 04:30;11.153,75
12.06.2019 04:30;12.06.2019 04:45;11.297,00
12.06.2019 04:45;12.06.2019 05:00;11.389,75
12.06.2019 05:00;12.06.2019 05:15;11.716,00
12.06.2019 05:15;12.06.2019 05:30;11.963,25
12.06.2019 05:30;12.06.2019 05:45;12.275,50
12.06.2019 05:45;12.06.2019 06:00;12.730,50
12.06.2019 06:00;12.06.2019 06:15;13.470,00
12.06.2019 06:15;12.06.2019 06:30;13.978,50
12.06.2019 06:30;12.06.2019 06:45;14.429,00
12.06.2019 06:45;12.06.2019 07:00;14.713,00
12.06.2019 07:00;12.06.2019 07:15;15.092,75
12.06.2019 07:15;12.06.2019 07:30;15.393,00
12.06.2019 07:30;12.06.2019 07:45;15.613,50
12.06.2019 07:45;12.06.2019 08:00;15.838,75
12.06.2019 08:00;12.06.2019 08:15;16.042,50
12.06.2019 08:15;12.06.2019 08:30;16.162,75
12.06.2019 08:30;12.06.2019 08:45;16.297,25
12.06.2019 08:45;12.06.2019 09:00;16.387,50
12.06.2019 09:00;12.06.2019 09:15;16.386,25
12.06.2019 09:15;12.06.2019 09:30;16.421,75
12.06.2019 09:30;12.06.2019 09:45;16.589,25
12.06.2019 09:45;12.06.2019 10:00;16.769,75
12.06.2019 10:00;12.06.2019 10:15;16.900,75
12.06.2019 10:15;12.06.2019 10:30;16.941,00
12.06.2019 10:30;12.06.2019 10:45;17.048,00
12.06.2019 10:45;12.06.2019 11:00;17.200,50
12.06.2019 11:00;12.06.2019 11:15;17.276,00
12.06.2019 11:15;12.06.2019 11:30;17.393,00
12.06.2019 11:30;12.06.2019 11:45;17.468,50
12.06.2019 11:45;12.06.2019 12:00;17.384,00
12.06.2019 12:00;12.06.2019 12:15;17.179,75
12.06.2019 12:15;12.06.2019 12:30;17.144,00
12.06.2019 12:30;12.06.2019 12:45;17.161,50
12.06.2019 12:45;12.06.2019 13:00;17.132,75
12.06.2019 13:00;12.06.2019 13:15;17.003,25
12.06.2019 13:15;12.06.2019 13:30;16.967,00
12.06.2019 13:30;12.06.2019 13:45;16.745,25
12.06.2019 13:45;12.06.2019 14:00;16.597,00
12.06.2019 14:00;12.06.2019 14:15;16.448,75
12.06.2019 14:15;12.06.2019 14:30;16.502,50
12.06.2019 14:30;12.06.2019 14:45;16.606,50
12.06.2019 14:45;12.06.2019 15:00;16.592,75
12.06.2019 15:00;12.06.2019 15:15;16.394,50
12.06.2019 15:15;12.06.2019 15:30;16.224,00
12.06.2019 15:30;12.06.2019 15:45;16.067,25
12.06.2019 15:45;12.06.2019 16:00;16.009,50
12.06.2019 16:00;12.06.2019 16:15;16.068,25
12.06.2019 16:15;12.06.2019 16:30;15.904,00
12.06.2019 16:30;12.06.2019 16:45;15.773,25
12.06.2019 16:45;12.06.2019 17:00;15.772,75
12.06.2019 17:00;12.06.2019 17:15;15.721,00
12.06.2019 17:15;12.06.2019 17:30;15.746,00
12.06.2019 17:30;12.06.2019 17:45;15.866,50
12.06.2019 17:45;12.06.2019 18:00;15.881,75
12.06.2019 18:00;12.06.2019 18:15;15.801,75
12.06.2019 18:15;12.06.2019 18:30;15.676,25
12.06.2019 18:30;12.06.2019 18:45;15.711,75
12.06.2019 18:45;12.06.2019 19:00;15.620,50
