Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen
11.06.2021 00:00;11.06.2021 00:15;12.114,00
11.06.2021 00:15;11.06.2021 00:30;11.950,75
11.06.2021 00:30;11.06.2021 00:45;11.844,50
11.06.2021 00:45;11.06.2021 01:00;11.781,75
11.06.2021 01:00;11.06.2021 01:15;11.528,50
11.06.2021 01:15;11.06.2021 01:30;11.413,25
11.06.2021 01:30;11.06.2021 01:45;11.487,50
11.06.2021 01:45;11.06.2021 02:00;11.442,50
11.06.2021 02:00;11.06.2021 02:15;11.298,00
11.06.2021 02:15;11.06.2021 02:30;11.215,00
11.06.2021 02:30;11.06.2021 02:45;11.266,00
11.06.2021 02:45;11.06.2021 03:00;11.215,25
11.06.2021 03:00;11.06.2021 03:15;11.240,75
11.06.2021 03:15;11.06.2021 03:30;11.200,75
11.06.2021 03:30;11.06.2021 03:45;11.212,00
11.06.2021 03:45;11.06.2021 04:00;11.195,00
11.06.2021 04:00;11.06.2021 04:15;11.321,50
11.06.2021 04:15;11.06.2021 04:30;11.402,25
11.06.2021 04:30;11.06.2021 04:45;11.440,75
11.06.2021 04:45;11.06.2021 05:00;11.493,25
11.06.2021 05:00;11.06.2021 05:15;11.773,25
11.06.2021 05:15;11.06.2021 05:30;11.962,50
11.06.2021 05:30;11.06.2021 05:45;12.088,00
11.06.2021 05:45;11.06.2021 06:00;12.460,25
11.06.2021 06:00;11.06.2021 06:15;13.191,75
11.06.2021 06:15;11.06.2021 06:30;13.673,00
11.06.2021 06:30;11.06.2021 06:45;14.004,75
11.06.2021 06:45;11.06.2021 07:00;14.271,00
11.06.2021 07:00;11.06.2021 07:15;14.775,75
11.06.2021 07:15;11.06.2021 07:30;15.074,25
11.06.2021 07:30;11.06.2021 07:45;15.347,00
11.06.2021 07:45;11.06.2021 08:00;15.541,75
11.06.2021 08:00;11.06.2021 08:15;15.756,25
11.06.2021 08:15;11.06.2021 08:30;15.922,00
11.06.2021 08:30;11.06.2021 08:45;16.066,25
11.06.2021 08:45;11.06.2021 09:00;16.187,50
11.06.2021 09:00;11.06.2021 09:15;16.164,50
11.06.2021 09:15;11.06.2021 09:30;16.219,00
11.06.2021 09:30;11.06.2021 09:45;16.449,00
11.06.2021 09:45;11.06.2021 10:00;16.512,75
11.06.2021 10:00;11.06.2021 10:15;16.401,50
11.06.2021 10:15;11.06.2021 10:30;16.458,00
11.06.2021 10:30;11.06.2021 10:45;16.630,25
11.06.2021 10:45;11.06.2021 11:00;16.730,25
11.06.2021 11:00;11.06.2021 11:15;16.747,00
11.06.2021 11:15;11.06.2021 11:30;16.751,50
11.06.2021 11:30;11.06.2021 11:45;16.821,75
11.06.2021 11:45;11.06.2021 12:00;16.859,50
11.06.2021 12:00;11.06.2021 12:15;16.698,00
11.06.2021 12:15;11.06.2021 12:30;16.611,00
11.06.2021 12:30;11.06.2021 12:45;16.585,00
11.06.2021 12:45;11.06.2021 13:00;16.555,75
11.06.2021 13:00;11.06.2021 13:15;16.416,75
11.06.2021 13:15;11.06.2021 13:30;16.337,25
11.06.2021 13:30;11.06.2021 13:45;16.289,50
11.06.2021 13:45;11.06.2021 14:00;16.108,75
11.06.2021 14:00;11.06.2021 14:15;16.012,50
11.06.2021 14:15;11.06.2021 14:30;15.981,00
11.06.2021 14:30;11.06.2021 14:45;15.963,75
11.06.2021 14:45;11.06.2021 15:00;15.766,75
11.06.2021 15:00;11.06.2021 15:15;15.816,75
11.06.2021 15:15;11.06.2021 15:30;15.731,25
11.06.2021 15:30;11.06.2021 15:45;15.627,75
11.06.2021 15:45;11.06.2021 16:00;15.488,50
11.06.2021 16:00;11.06.2021 16:15;15.515,75
11.06.2021 16:15;11.06.2021 16:30;15.530,00
11.06.2021 16:30;11.06.2021 16:45;15.389,25
11.06.2021 16:45;11.06.2021 17:00;15.412,00
11.06.2021 17:00;11.06.2021 17:15;15.465,00
11.06.2021 17:15;11.06.2021 17:30;15.530,75
11.06.2021 17:30;11.06.2021 17:45;15.458,75
11.06.2021 17:45;11.06.2021 18:00;15.416,50
11.06.2021 18:00;11.06.2021 18:15;15.399,25
11.06.2021 18:15;11.06.2021 18:30;15.320,50
11.06.2021 18:30;11.06.2021 18:45;15.296,75
11.06.2021 18:45;11.06.2021 19:00;15.275,25
11.06.2021 19:00;11.06.2021 19:15;15.239,50
11.06.2021 19:15;11.06.2021 19:30;15.122,00
11.06.2021 19:30;11.06.2021 19:45;14.989,00
11.06.2021 19:45;11.06.2021 20:00;14.811,50
11.06.2021 20:00;11.06.2021 20:15;14.643,75
11.06.2021 20:15;11.06.2021 20:30;14.486,75
11.06.2021 20:30;11.06.2021 20:45;14.276,75
11.06.2021 20:45;11.06.2021 21:00;14.120,25
11.06.2021 21:00;11.06.2021 21:15;13.930,00
11.06.2021 21:15;11.06.2021 21:30;13.796,00
11.06.2021 21:30;11.06.2021 21:45;13.645,00
