Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen
03.07.2019 00:00;03.07.2019 00:15;12.250,75
03.07.2019 00:15;03.07.2019 00:30;12.115,75
03.07.2019 00:30;03.07.2019 00:45;11.957,25
03.07.2019 00:45;03.07.2019 01:00;11.848,50
03.07.2019 01:00;03.07.2019 01:15;11.819,25
03.07.2019 01:15;03.07.2019 01:30;11.767,50
03.07.2019 01:30;03.07.2019 01:45;11.586,25
03.07.2019 01:45;03.07.2019 02:00;11.525,75
03.07.2019 02:00;03.07.2019 02:15;11.522,00
03.07.2019 02:15;03.07.2019 02:30;11.473,75
03.07.2019 02:30;03.07.2019 02:45;11.510,00
03.07.2019 02:45;03.07.2019 03:00;11.556,75
03.07.2019 03:00;03.07.2019 03:15;11.511,75
03.07.2019 03:15;03.07.2019 03:30;11.544,50
03.07.2019 03:30;03.07.2019 03:45;11.566,25
03.07.2019 03:45;03.07.2019 04:00;11.544,75
03.07.2019 04:00;03.07.2019 04:15;11.642,25
03.07.2019 04:15;03.07.2019 04:30;11.709,75
03.07.2019 04:30;03.07.2019 04:45;11.753,75
03.07.2019 04:45;03.07.2019 05:00;11.876,50
03.07.2019 05:00;03.07.2019 05:15;12.087,00
03.07.2019 05:15;03.07.2019 05:30;12.184,00
03.07.2019 05:30;03.07.2019 05:45;12.361,75
03.07.2019 05:45;03.07.2019 06:00;12.779,50
03.07.2019 06:00;03.07.2019 06:15;13.530,50
03.07.2019 06:15;03.07.2019 06:30;13.944,50
03.07.2019 06:30;03.07.2019 06:45;14.311,50
03.07.2019 06:45;03.07.2019 07:00;14.641,00
03.07.2019 07:00;03.07.2019 07:15;15.050,25
03.07.2019 07:15;03.07.2019 07:30;15.316,25
03.07.2019 07:30;03.07.2019 07:45;15.598,00
03.07.2019 07:45;03.07.2019 08:00;15.872,50
03.07.2019 08:00;03.07.2019 08:15;16.153,25
03.07.2019 08:15;03.07.2019 08:30;16.332,75
03.07.2019 08:30;03.07.2019 08:45;16.558,00
03.07.2019 08:45;03.07.2019 09:00;16.625,50
03.07.2019 09:00;03.07.2019 09:15;16.498,50
03.07.2019 09:15;03.07.2019 09:30;16.648,75
03.07.2019 09:30;03.07.2019 09:45;16.746,75
03.07.2019 09:45;03.07.2019 10:00;16.898,50
03.07.2019 10:00;03.07.2019 10:15;16.910,25
03.07.2019 10:15;03.07.2019 10:30;17.022,00
03.07.2019 10:30;03.07.2019 10:45;17.094,00
03.07.2019 10:45;03.07.2019 11:00;17.204,00
03.07.2019 11:00;03.07.2019 11:15;17.305,00
03.07.2019 11:15;03.07.2019 11:30;17.316,75
03.07.2019 11:30;03.07.2019 11:45;17.405,25
03.07.2019 11:45;03.07.2019 12:00;17.360,00
03.07.2019 12:00;03.07.2019 12:15;17.210,50
03.07.2019 12:15;03.07.2019 12:30;17.169,50
03.07.2019 12:30;03.07.2019 12:45;17.190,25
03.07.2019 12:45;03.07.2019 13:00;17.167,25
03.07.2019 13:00;03.07.2019 13:15;17.133,25
03.07.2019 13:15;03.07.2019 13:30;17.024,00
03.07.2019 13:30;03.07.2019 13:45;16.907,25
03.07.2019 13:45;03.07.2019 14:00;16.780,00
03.07.2019 14:00;03.07.2019 14:15;16.625,50
03.07.2019 14:15;03.07.2019 14:30;16.590,75
03.07.2019 14:30;03.07.2019 14:45;16.622,25
03.07.2019 14:45;03.07.2019 15:00;16.621,75
03.07.2019 15:00;03.07.2019 15:15;16.588,75
03.07.2019 15:15;03.07.2019 15:30;16.562,75
03.07.2019 15:30;03.07.2019 15:45;16.494,50
03.07.2019 15:45;03.07.2019 16:00;16.354,50
03.07.2019 16:00;03.07.2019 16:15;16.236,00
03.07.2019 16:15;03.07.2019 16:30;16.175,75
03.07.2019 16:30;03.07.2019 16:45;16.030,50
03.07.2019 16:45;03.07.2019 17:00;15.966,50
03.07.2019 17:00;03.07.2019 17:15;16.032,00
03.07.2019 17:15;03.07.2019 17:30;16.114,50
03.07.2019 17:30;03.07.2019 17:45;16.124,50
03.07.2019 17:45;03.07.2019 18:00;16.135,25
03.07.2019 18:00;03.07.2019 18:15;16.010,75
03.07.2019 18:15;03.07.2019 18:30;15.960,75
03.07.2019 18:30;03.07.2019 18:45;15.926,75
03.07.2019 18:45;03.07.2019 19:00;15.836,75
03.07.2019 19:00;03.07.2019 19:15;15.740,00
03.07.2019 19:15;03.07.2019 19:30;15.665,75
03.07.2019 19:30;03.07.2019 19:45;15.544,50
03.07.2019 19:45;03.07.2019 20:00;15.432,00
03.07.2019 20:00;03.07.2019 20:15;15.259,50
03.07.2019 20:15;03.07.2019 20:30;15.049,25
03.07.2019 20:30;03.07.2019 20:45;14.973,00
03.07.2019 20:45;03.07.2019 21:00;14.793,00
03.07.2019 21:00;03.07.2019 21:15;14.625,00
03.07.2019 21:15;03.07.2019 21:30;14.496,00
03.07.2019 21:30;03.07.2019 21:45;14.357,25
03.07.2019 21:45;03.07.2019 22:00;14.348,25
03.07.2019 22:00;03.07.2019 22:15;14.304,75
03.07.2019 22:15;03.07.2019 22:30;14.170,25
03.07.2019 22:30;03.07.2019 22:45;13.922,25
03.07.2019 22:45;03.07.2019 23:00;13.707,00
