date_id;date_id;Gesamtstromverbrauch
2019-06-09T00:00:00;2019-06-09T00:00:00;45.203
2019-06-09T01:00:00;2019-06-09T01:00:00;43.563
2019-06-09T02:00:00;2019-06-09T02:00:00;43.114
2019-06-09T03:00:00;2019-06-09T03:00:00;42.839
2019-06-09T04:00:00;2019-06-09T04:00:00;43.339
2019-06-09T05:00:00;2019-06-09T05:00:00;43.789
2019-06-09T06:00:00;2019-06-09T06:00:00;43.236
2019-06-09T07:00:00;2019-06-09T07:00:00;43.625
2019-06-09T08:00:00;2019-06-09T08:00:00;46.444
2019-06-09T09:00:00;2019-06-09T09:00:00;49.877
2019-06-09T10:00:00;2019-06-09T10:00:00;52.567
2019-06-09T11:00:00;2019-06-09T11:00:00;54.244
2019-06-09T12:00:00;2019-06-09T12:00:00;53.495
2019-06-09T13:00:00;2019-06-09T13:00:00;52.214
2019-06-09T14:00:00;2019-06-09T14:00:00;51.26
2019-06-09T15:00:00;2019-06-09T15:00:00;48.701
2019-06-09T16:00:00;2019-06-09T16:00:00;48.901
2019-06-09T17:00:00;2019-06-09T17:00:00;48.97
2019-06-09T18:00:00;2019-06-09T18:00:00;48.354
2019-06-09T19:00:00;2019-06-09T19:00:00;48.652
2019-06-09T20:00:00;2019-06-09T20:00:00;47.196
2019-06-09T21:00:00;2019-06-09T21:00:00;46.436
2019-06-09T22:00:00;2019-06-09T22:00:00;46.283
2019-06-09T23:00:00;2019-06-09T23:00:00;44.287
2019-06-10T00:00:00;2019-06-10T00:00:00;42.356
2019-06-10T01:00:00;2019-06-10T01:00:00;41.608
2019-06-10T02:00:00;2019-06-10T02:00:00;41.192
2019-06-10T03:00:00;2019-06-10T03:00:00;41.218
2019-06-10T04:00:00;2019-06-10T04:00:00;42.06
2019-06-10T05:00:00;2019-06-10T05:00:00;41.762
2019-06-10T06:00:00;2019-06-10T06:00:00;40.921
2019-06-10T07:00:00;2019-06-10T07:00:00;43.242
2019-06-10T08:00:00;2019-06-10T08:00:00;45.35
2019-06-10T09:00:00;2019-06-10T09:00:00;48.203
2019-06-10T10:00:00;2019-06-10T10:00:00;51.931
2019-06-10T11:00:00;2019-06-10T11:00:00;54.563
2019-06-10T12:00:00;2019-06-10T12:00:00;54.384
2019-06-10T13:00:00;2019-06-10T13:00:00;52.424
2019-06-10T14:00:00;2019-06-10T14:00:00;52.208
2019-06-10T15:00:00;2019-06-10T15:00:00;51.742
2019-06-10T16:00:00;2019-06-10T16:00:00;52.114
2019-06-10T17:00:00;2019-06-10T17:00:00;52.475
2019-06-10T18:00:00;2019-06-10T18:00:00;52.931
2019-06-10T19:00:00;2019-06-10T19:00:00;52.67
2019-06-10T20:00:00;2019-06-10T20:00:00;52.103
2019-06-10T21:00:00;2019-06-10T21:00:00;50.742
2019-06-10T22:00:00;2019-06-10T22:00:00;49.334
2019-06-10T23:00:00;2019-06-10T23:00:00;46.688
2019-06-11T00:00:00;2019-06-11T00:00:00;46.473
2019-06-11T01:00:00;2019-06-11T01:00:00;45.95
