date_id;date_id;Gesamtstromverbrauch
2013-06-09T00:00:00;2013-06-09T00:00:00;44.275
2013-06-09T01:00:00;2013-06-09T01:00:00;42.574
2013-06-09T02:00:00;2013-06-09T02:00:00;44.205
2013-06-09T03:00:00;2013-06-09T03:00:00;43.722
2013-06-09T04:00:00;2013-06-09T04:00:00;40.909
2013-06-09T05:00:00;2013-06-09T05:00:00;40.746
2013-06-09T06:00:00;2013-06-09T06:00:00;41.333
2013-06-09T07:00:00;2013-06-09T07:00:00;43.438
2013-06-09T08:00:00;2013-06-09T08:00:00;46.961
2013-06-09T09:00:00;2013-06-09T09:00:00;49.344
2013-06-09T10:00:00;2013-06-09T10:00:00;52.689
2013-06-09T11:00:00;2013-06-09T11:00:00;55.087
2013-06-09T12:00:00;2013-06-09T12:00:00;55.806
2013-06-09T13:00:00;2013-06-09T13:00:00;53.363
2013-06-09T14:00:00;2013-06-09T14:00:00;52.338
2013-06-09T15:00:00;2013-06-09T15:00:00;51.364
2013-06-09T16:00:00;2013-06-09T16:00:00;49.617
2013-06-09T17:00:00;2013-06-09T17:00:00;49.508
2013-06-09T18:00:00;2013-06-09T18:00:00;50.565
2013-06-09T19:00:00;2013-06-09T19:00:00;50.9
2013-06-09T20:00:00;2013-06-09T20:00:00;50.278
2013-06-09T21:00:00;2013-06-09T21:00:00;49.799
2013-06-09T22:00:00;2013-06-09T22:00:00;50.797
2013-06-09T23:00:00;2013-06-09T23:00:00;50.997
2013-06-10T00:00:00;2013-06-10T00:00:00;50.124
2013-06-10T01:00:00;2013-06-10T01:00:00;48.837
2013-06-10T02:00:00;2013-06-10T02:00:00;45.741
2013-06-10T03:00:00;2013-06-10T03:00:00;45.777
2013-06-10T04:00:00;2013-06-10T04:00:00;47.104
2013-06-10T05:00:00;2013-06-10T05:00:00;49.806
2013-06-10T06:00:00;2013-06-10T06:00:00;59.629
2013-06-10T07:00:00;2013-06-10T07:00:00;66.567
2013-06-10T08:00:00;2013-06-10T08:00:00;69.758
2013-06-10T09:00:00;2013-06-10T09:00:00;66.476
2013-06-10T10:00:00;2013-06-10T10:00:00;66.985
2013-06-10T11:00:00;2013-06-10T11:00:00;67.681
2013-06-10T12:00:00;2013-06-10T12:00:00;67.502
2013-06-10T13:00:00;2013-06-10T13:00:00;67.283
2013-06-10T14:00:00;2013-06-10T14:00:00;67.061
2013-06-10T15:00:00;2013-06-10T15:00:00;66.519
2013-06-10T16:00:00;2013-06-10T16:00:00;64.925
2013-06-10T17:00:00;2013-06-10T17:00:00;64.729
2013-06-10T18:00:00;2013-06-10T18:00:00;64.277
2013-06-10T19:00:00;2013-06-10T19:00:00;63.346
2013-06-10T20:00:00;2013-06-10T20:00:00;61.653
2013-06-10T21:00:00;2013-06-10T21:00:00;60.643
2013-06-10T22:00:00;2013-06-10T22:00:00;58.291
2013-06-10T23:00:00;2013-06-10T23:00:00;53.862
2013-06-11T00:00:00;2013-06-11T00:00:00;54.294
2013-06-11T01:00:00;2013-06-11T01:00:00;53.988
2013-06-11T02:00:00;2013-06-11T02:00:00;54.114
2013-06-11T03:00:00;2013-06-11T03:00:00;54.511
2013-06-11T04:00:00;2013-06-11T04:00:00;54.773
2013-06-11T05:00:00;2013-06-11T05:00:00;56.557
2013-06-11T06:00:00;2013-06-11T06:00:00;62.661
2013-06-11T07:00:00;2013-06-11T07:00:00;64.135
2013-06-11T08:00:00;2013-06-11T08:00:00;67.875
