Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen
26.06.2021 00:00;26.06.2021 00:15;11.455,25
26.06.2021 00:15;26.06.2021 00:30;11.367,75
26.06.2021 00:30;26.06.2021 00:45;11.247,00
26.06.2021 00:45;26.06.2021 01:00;11.082,75
26.06.2021 01:00;26.06.2021 01:15;10.903,50
26.06.2021 01:15;26.06.2021 01:30;10.841,50
26.06.2021 01:30;26.06.2021 01:45;10.768,75
26.06.2021 01:45;26.06.2021 02:00;10.645,75
26.06.2021 02:00;26.06.2021 02:15;10.515,00
26.06.2021 02:15;26.06.2021 02:30;10.426,75
26.06.2021 02:30;26.06.2021 02:45;10.369,50
26.06.2021 02:45;26.06.2021 03:00;10.381,25
26.06.2021 03:00;26.06.2021 03:15;10.287,75
26.06.2021 03:15;26.06.2021 03:30;10.276,50
26.06.2021 03:30;26.06.2021 03:45;10.287,25
26.06.2021 03:45;26.06.2021 04:00;10.329,75
26.06.2021 04:00;26.06.2021 04:15;10.251,75
26.06.2021 04:15;26.06.2021 04:30;10.226,75
26.06.2021 04:30;26.06.2021 04:45;10.175,25
26.06.2021 04:45;26.06.2021 05:00;10.169,00
26.06.2021 05:00;26.06.2021 05:15;10.202,00
26.06.2021 05:15;26.06.2021 05:30;10.160,00
26.06.2021 05:30;26.06.2021 05:45;10.162,25
26.06.2021 05:45;26.06.2021 06:00;10.294,25
26.06.2021 06:00;26.06.2021 06:15;10.563,25
26.06.2021 06:15;26.06.2021 06:30;10.697,25
26.06.2021 06:30;26.06.2021 06:45;10.796,50
26.06.2021 06:45;26.06.2021 07:00;10.982,00
26.06.2021 07:00;26.06.2021 07:15;11.254,00
26.06.2021 07:15;26.06.2021 07:30;11.478,50
26.06.2021 07:30;26.06.2021 07:45;11.677,50
26.06.2021 07:45;26.06.2021 08:00;11.947,00
26.06.2021 08:00;26.06.2021 08:15;12.197,00
26.06.2021 08:15;26.06.2021 08:30;12.449,75
26.06.2021 08:30;26.06.2021 08:45;12.671,25
26.06.2021 08:45;26.06.2021 09:00;12.919,75
26.06.2021 09:00;26.06.2021 09:15;13.015,50
26.06.2021 09:15;26.06.2021 09:30;13.167,00
26.06.2021 09:30;26.06.2021 09:45;13.286,50
26.06.2021 09:45;26.06.2021 10:00;13.406,00
26.06.2021 10:00;26.06.2021 10:15;13.494,50
26.06.2021 10:15;26.06.2021 10:30;13.515,25
26.06.2021 10:30;26.06.2021 10:45;13.589,00
26.06.2021 10:45;26.06.2021 11:00;13.661,25
26.06.2021 11:00;26.06.2021 11:15;13.718,75
26.06.2021 11:15;26.06.2021 11:30;13.794,50
26.06.2021 11:30;26.06.2021 11:45;13.890,25
26.06.2021 11:45;26.06.2021 12:00;13.882,75
26.06.2021 12:00;26.06.2021 12:15;13.817,75
26.06.2021 12:15;26.06.2021 12:30;13.837,50
26.06.2021 12:30;26.06.2021 12:45;13.778,25
26.06.2021 12:45;26.06.2021 13:00;13.672,00
26.06.2021 13:00;26.06.2021 13:15;13.519,25
26.06.2021 13:15;26.06.2021 13:30;13.482,00
26.06.2021 13:30;26.06.2021 13:45;13.402,50
26.06.2021 13:45;26.06.2021 14:00;13.271,00
26.06.2021 14:00;26.06.2021 14:15;13.180,00
26.06.2021 14:15;26.06.2021 14:30;13.139,25
26.06.2021 14:30;26.06.2021 14:45;13.071,50
26.06.2021 14:45;26.06.2021 15:00;12.987,75
26.06.2021 15:00;26.06.2021 15:15;12.941,25
26.06.2021 15:15;26.06.2021 15:30;12.931,00
26.06.2021 15:30;26.06.2021 15:45;12.815,25
26.06.2021 15:45;26.06.2021 16:00;12.658,50
26.06.2021 16:00;26.06.2021 16:15;12.738,50
26.06.2021 16:15;26.06.2021 16:30;12.739,50
26.06.2021 16:30;26.06.2021 16:45;12.671,50
26.06.2021 16:45;26.06.2021 17:00;12.621,00
26.06.2021 17:00;26.06.2021 17:15;12.754,75
26.06.2021 17:15;26.06.2021 17:30;12.847,75
26.06.2021 17:30;26.06.2021 17:45;12.716,00
26.06.2021 17:45;26.06.2021 18:00;12.794,00
26.06.2021 18:00;26.06.2021 18:15;12.882,50
26.06.2021 18:15;26.06.2021 18:30;12.839,50
26.06.2021 18:30;26.06.2021 18:45;12.715,50
26.06.2021 18:45;26.06.2021 19:00;12.740,25
26.06.2021 19:00;26.06.2021 19:15;12.709,75
26.06.2021 19:15;26.06.2021 19:30;12.603,00
26.06.2021 19:30;26.06.2021 19:45;12.462,00
26.06.2021 19:45;26.06.2021 20:00;12.395,25
26.06.2021 20:00;26.06.2021 20:15;12.345,25
26.06.2021 20:15;26.06.2021 20:30;12.206,00
26.06.2021 20:30;26.06.2021 20:45;12.009,75
26.06.2021 20:45;26.06.2021 21:00;11.937,75
26.06.2021 21:00;26.06.2021 21:15;11.820,75
26.06.2021 21:15;26.06.2021 21:30;11.680,00
26.06.2021 21:30;26.06.2021 21:45;11.649,00
26.06.2021 21:45;26.06.2021 22:00;11.743,25
26.06.2021 22:00;26.06.2021 22:15;11.784,00
26.06.2021 22:15;26.06.2021 22:30;11.666,00
26.06.2021 22:30;26.06.2021 22:45;11.512,50
26.06.2021 22:45;26.06.2021 23:00;11.396,50
26.06.2021 23:00;26.06.2021 23:15;11.139,50
26.06.2021 23:15;26.06.2021 23:30;11.003,00
26.06.2021 23:30;26.06.2021 23:45;10.810,00
26.06.2021 23:45;27.06.2021 00:00;10.700,25
27.06.2021 00:00;27.06.2021 00:15;10.545,50
27.06.2021 00:15;27.06.2021 00:30;10.334,50
27.06.2021 00:30;27.06.2021 00:45;10.169,25
27.06.2021 00:45;27.06.2021 01:00;9.997,25
27.06.2021 01:00;27.06.2021 01:15;9.944,25
27.06.2021 01:15;27.06.2021 01:30;9.795,25
27.06.2021 01:30;27.06.2021 01:45;9.718,25
27.06.2021 01:45;27.06.2021 02:00;9.669,00
27.06.2021 02:00;27.06.2021 02:15;9.650,50
27.06.2021 02:15;27.06.2021 02:30;9.604,25
27.06.2021 02:30;27.06.2021 02:45;9.518,50
27.06.2021 02:45;27.06.2021 03:00;9.508,00
27.06.2021 03:00;27.06.2021 03:15;9.570,75
27.06.2021 03:15;27.06.2021 03:30;9.510,25
27.06.2021 03:30;27.06.2021 03:45;9.507,75
27.06.2021 03:45;27.06.2021 04:00;9.491,75
27.06.2021 04:00;27.06.2021 04:15;9.491,50
27.06.2021 04:15;27.06.2021 04:30;9.406,50
27.06.2021 04:30;27.06.2021 04:45;9.497,25
27.06.2021 04:45;27.06.2021 05:00;9.408,00
27.06.2021 05:00;27.06.2021 05:15;9.320,25
27.06.2021 05:15;27.06.2021 05:30;9.287,75
27.06.2021 05:30;27.06.2021 05:45;9.273,50
27.06.2021 05:45;27.06.2021 06:00;9.239,00
27.06.2021 06:00;27.06.2021 06:15;9.350,50
27.06.2021 06:15;27.06.2021 06:30;9.450,25
27.06.2021 06:30;27.06.2021 06:45;9.567,75
27.06.2021 06:45;27.06.2021 07:00;9.634,50
27.06.2021 07:00;27.06.2021 07:15;9.867,50
27.06.2021 07:15;27.06.2021 07:30;10.123,50
27.06.2021 07:30;27.06.2021 07:45;10.264,50
27.06.2021 07:45;27.06.2021 08:00;10.502,00
27.06.2021 08:00;27.06.2021 08:15;10.639,25
27.06.2021 08:15;27.06.2021 08:30;10.933,00
27.06.2021 08:30;27.06.2021 08:45;11.162,00
27.06.2021 08:45;27.06.2021 09:00;11.359,00
27.06.2021 09:00;27.06.2021 09:15;11.488,75
27.06.2021 09:15;27.06.2021 09:30;11.614,50
27.06.2021 09:30;27.06.2021 09:45;11.761,25
27.06.2021 09:45;27.06.2021 10:00;11.896,00
27.06.2021 10:00;27.06.2021 10:15;12.009,75
27.06.2021 10:15;27.06.2021 10:30;12.116,50
27.06.2021 10:30;27.06.2021 10:45;12.212,00
27.06.2021 10:45;27.06.2021 11:00;12.302,25
27.06.2021 11:00;27.06.2021 11:15;12.419,00
27.06.2021 11:15;27.06.2021 11:30;12.567,25
27.06.2021 11:30;27.06.2021 11:45;12.616,00
27.06.2021 11:45;27.06.2021 12:00;12.646,75
27.06.2021 12:00;27.06.2021 12:15;12.554,50
27.06.2021 12:15;27.06.2021 12:30;12.506,00
27.06.2021 12:30;27.06.2021 12:45;12.459,75
27.06.2021 12:45;27.06.2021 13:00;12.395,00
27.06.2021 13:00;27.06.2021 13:15;12.345,75
27.06.2021 13:15;27.06.2021 13:30;12.156,00
27.06.2021 13:30;27.06.2021 13:45;12.059,00
27.06.2021 13:45;27.06.2021 14:00;11.896,25
27.06.2021 14:00;27.06.2021 14:15;11.843,75
27.06.2021 14:15;27.06.2021 14:30;11.832,00
27.06.2021 14:30;27.06.2021 14:45;11.767,25
27.06.2021 14:45;27.06.2021 15:00;11.721,25
27.06.2021 15:00;27.06.2021 15:15;11.667,75
27.06.2021 15:15;27.06.2021 15:30;11.685,50
27.06.2021 15:30;27.06.2021 15:45;11.651,50
27.06.2021 15:45;27.06.2021 16:00;11.728,25
27.06.2021 16:00;27.06.2021 16:15;11.694,50
27.06.2021 16:15;27.06.2021 16:30;11.754,50
27.06.2021 16:30;27.06.2021 16:45;11.823,50
27.06.2021 16:45;27.06.2021 17:00;11.822,75
27.06.2021 17:00;27.06.2021 17:15;11.902,25
27.06.2021 17:15;27.06.2021 17:30;11.907,50
27.06.2021 17:30;27.06.2021 17:45;11.947,75
27.06.2021 17:45;27.06.2021 18:00;12.093,50
27.06.2021 18:00;27.06.2021 18:15;12.281,25
27.06.2021 18:15;27.06.2021 18:30;12.379,25
27.06.2021 18:30;27.06.2021 18:45;12.423,00
27.06.2021 18:45;27.06.2021 19:00;12.467,50
27.06.2021 19:00;27.06.2021 19:15;12.418,75
27.06.2021 19:15;27.06.2021 19:30;12.431,00
27.06.2021 19:30;27.06.2021 19:45;12.342,50
27.06.2021 19:45;27.06.2021 20:00;12.278,50
27.06.2021 20:00;27.06.2021 20:15;12.211,50
27.06.2021 20:15;27.06.2021 20:30;12.132,75
27.06.2021 20:30;27.06.2021 20:45;12.101,50
27.06.2021 20:45;27.06.2021 21:00;12.047,50
