Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen
14.06.2021 00:00;14.06.2021 00:15;10.807,50
14.06.2021 00:15;14.06.2021 00:30;10.679,00
14.06.2021 00:30;14.06.2021 00:45;10.615,25
14.06.2021 00:45;14.06.2021 01:00;10.546,75
14.06.2021 01:00;14.06.2021 01:15;10.303,25
14.06.2021 01:15;14.06.2021 01:30;10.262,25
14.06.2021 01:30;14.06.2021 01:45;10.218,50
14.06.2021 01:45;14.06.2021 02:00;10.139,25
14.06.2021 02:00;14.06.2021 02:15;10.084,25
14.06.2021 02:15;14.06.2021 02:30;10.040,50
14.06.2021 02:30;14.06.2021 02:45;10.011,50
14.06.2021 02:45;14.06.2021 03:00;10.033,75
14.06.2021 03:00;14.06.2021 03:15;10.048,75
14.06.2021 03:15;14.06.2021 03:30;10.014,50
14.06.2021 03:30;14.06.2021 03:45;10.046,25
14.06.2021 03:45;14.06.2021 04:00;10.029,75
14.06.2021 04:00;14.06.2021 04:15;10.227,00
14.06.2021 04:15;14.06.2021 04:30;10.284,25
14.06.2021 04:30;14.06.2021 04:45;10.384,50
14.06.2021 04:45;14.06.2021 05:00;10.514,75
14.06.2021 05:00;14.06.2021 05:15;10.816,75
14.06.2021 05:15;14.06.2021 05:30;10.955,25
14.06.2021 05:30;14.06.2021 05:45;11.268,50
14.06.2021 05:45;14.06.2021 06:00;11.716,00
14.06.2021 06:00;14.06.2021 06:15;12.525,75
14.06.2021 06:15;14.06.2021 06:30;13.057,00
14.06.2021 06:30;14.06.2021 06:45;13.366,00
14.06.2021 06:45;14.06.2021 07:00;13.721,25
14.06.2021 07:00;14.06.2021 07:15;14.150,75
14.06.2021 07:15;14.06.2021 07:30;14.463,00
14.06.2021 07:30;14.06.2021 07:45;14.788,00
14.06.2021 07:45;14.06.2021 08:00;15.116,75
14.06.2021 08:00;14.06.2021 08:15;15.426,00
14.06.2021 08:15;14.06.2021 08:30;15.675,50
14.06.2021 08:30;14.06.2021 08:45;15.750,50
14.06.2021 08:45;14.06.2021 09:00;15.915,00
14.06.2021 09:00;14.06.2021 09:15;15.801,50
14.06.2021 09:15;14.06.2021 09:30;15.909,75
14.06.2021 09:30;14.06.2021 09:45;15.975,75
14.06.2021 09:45;14.06.2021 10:00;16.132,50
14.06.2021 10:00;14.06.2021 10:15;16.129,75
14.06.2021 10:15;14.06.2021 10:30;16.224,00
14.06.2021 10:30;14.06.2021 10:45;16.321,00
14.06.2021 10:45;14.06.2021 11:00;16.404,50
14.06.2021 11:00;14.06.2021 11:15;16.419,25
14.06.2021 11:15;14.06.2021 11:30;16.518,50
14.06.2021 11:30;14.06.2021 11:45;16.540,75
14.06.2021 11:45;14.06.2021 12:00;16.609,75
