Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen
18.06.2019 00:00;18.06.2019 00:15;11.911,50
18.06.2019 00:15;18.06.2019 00:30;11.819,00
18.06.2019 00:30;18.06.2019 00:45;11.730,50
18.06.2019 00:45;18.06.2019 01:00;11.563,75
18.06.2019 01:00;18.06.2019 01:15;11.422,75
18.06.2019 01:15;18.06.2019 01:30;11.394,00
18.06.2019 01:30;18.06.2019 01:45;11.348,00
18.06.2019 01:45;18.06.2019 02:00;11.356,00
18.06.2019 02:00;18.06.2019 02:15;11.163,00
18.06.2019 02:15;18.06.2019 02:30;11.162,75
18.06.2019 02:30;18.06.2019 02:45;11.180,50
18.06.2019 02:45;18.06.2019 03:00;11.176,00
18.06.2019 03:00;18.06.2019 03:15;11.187,50
18.06.2019 03:15;18.06.2019 03:30;11.177,25
18.06.2019 03:30;18.06.2019 03:45;11.209,25
18.06.2019 03:45;18.06.2019 04:00;11.202,75
18.06.2019 04:00;18.06.2019 04:15;11.286,75
18.06.2019 04:15;18.06.2019 04:30;11.377,75
18.06.2019 04:30;18.06.2019 04:45;11.423,25
18.06.2019 04:45;18.06.2019 05:00;11.424,75
18.06.2019 05:00;18.06.2019 05:15;11.648,00
18.06.2019 05:15;18.06.2019 05:30;11.859,00
18.06.2019 05:30;18.06.2019 05:45;12.092,25
18.06.2019 05:45;18.06.2019 06:00;12.467,25
18.06.2019 06:00;18.06.2019 06:15;13.239,00
18.06.2019 06:15;18.06.2019 06:30;13.693,00
18.06.2019 06:30;18.06.2019 06:45;14.138,25
18.06.2019 06:45;18.06.2019 07:00;14.503,25
18.06.2019 07:00;18.06.2019 07:15;14.941,50
18.06.2019 07:15;18.06.2019 07:30;15.337,00
18.06.2019 07:30;18.06.2019 07:45;15.564,00
18.06.2019 07:45;18.06.2019 08:00;15.807,50
18.06.2019 08:00;18.06.2019 08:15;16.003,25
18.06.2019 08:15;18.06.2019 08:30;16.191,50
18.06.2019 08:30;18.06.2019 08:45;16.329,75
18.06.2019 08:45;18.06.2019 09:00;16.450,25
18.06.2019 09:00;18.06.2019 09:15;16.374,00
18.06.2019 09:15;18.06.2019 09:30;16.463,25
