Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen
25.06.2015 00:00;25.06.2015 00:15;12.066,75
25.06.2015 00:15;25.06.2015 00:30;11.909,75
25.06.2015 00:30;25.06.2015 00:45;11.764,25
25.06.2015 00:45;25.06.2015 01:00;11.613,75
25.06.2015 01:00;25.06.2015 01:15;11.497,25
25.06.2015 01:15;25.06.2015 01:30;11.381,50
25.06.2015 01:30;25.06.2015 01:45;11.316,00
25.06.2015 01:45;25.06.2015 02:00;11.242,25
25.06.2015 02:00;25.06.2015 02:15;11.191,00
25.06.2015 02:15;25.06.2015 02:30;11.130,50
25.06.2015 02:30;25.06.2015 02:45;11.041,25
25.06.2015 02:45;25.06.2015 03:00;11.114,75
25.06.2015 03:00;25.06.2015 03:15;11.140,75
25.06.2015 03:15;25.06.2015 03:30;11.120,25
25.06.2015 03:30;25.06.2015 03:45;11.071,75
25.06.2015 03:45;25.06.2015 04:00;11.098,50
25.06.2015 04:00;25.06.2015 04:15;11.222,50
25.06.2015 04:15;25.06.2015 04:30;11.333,25
25.06.2015 04:30;25.06.2015 04:45;11.389,75
25.06.2015 04:45;25.06.2015 05:00;11.521,25
25.06.2015 05:00;25.06.2015 05:15;11.755,25
25.06.2015 05:15;25.06.2015 05:30;11.864,25
25.06.2015 05:30;25.06.2015 05:45;12.153,25
25.06.2015 05:45;25.06.2015 06:00;12.464,75
25.06.2015 06:00;25.06.2015 06:15;13.309,00
25.06.2015 06:15;25.06.2015 06:30;13.831,00
25.06.2015 06:30;25.06.2015 06:45;14.305,25
25.06.2015 06:45;25.06.2015 07:00;14.695,25
25.06.2015 07:00;25.06.2015 07:15;15.185,50
25.06.2015 07:15;25.06.2015 07:30;15.436,25
25.06.2015 07:30;25.06.2015 07:45;15.671,75
25.06.2015 07:45;25.06.2015 08:00;15.894,75
25.06.2015 08:00;25.06.2015 08:15;16.198,50
25.06.2015 08:15;25.06.2015 08:30;16.360,25
25.06.2015 08:30;25.06.2015 08:45;16.449,00
25.06.2015 08:45;25.06.2015 09:00;16.480,50
25.06.2015 09:00;25.06.2015 09:15;16.502,25
25.06.2015 09:15;25.06.2015 09:30;16.505,50
25.06.2015 09:30;25.06.2015 09:45;16.633,25
25.06.2015 09:45;25.06.2015 10:00;16.701,50
25.06.2015 10:00;25.06.2015 10:15;16.760,00
25.06.2015 10:15;25.06.2015 10:30;16.799,25
25.06.2015 10:30;25.06.2015 10:45;16.935,25
25.06.2015 10:45;25.06.2015 11:00;17.046,25
25.06.2015 11:00;25.06.2015 11:15;17.148,75
25.06.2015 11:15;25.06.2015 11:30;17.247,75
25.06.2015 11:30;25.06.2015 11:45;17.265,25
25.06.2015 11:45;25.06.2015 12:00;17.324,00
25.06.2015 12:00;25.06.2015 12:15;17.132,50
25.06.2015 12:15;25.06.2015 12:30;17.060,25
25.06.2015 12:30;25.06.2015 12:45;17.040,25
25.06.2015 12:45;25.06.2015 13:00;17.045,25
25.06.2015 13:00;25.06.2015 13:15;17.035,00
25.06.2015 13:15;25.06.2015 13:30;16.977,50
25.06.2015 13:30;25.06.2015 13:45;16.904,00
25.06.2015 13:45;25.06.2015 14:00;16.732,75
25.06.2015 14:00;25.06.2015 14:15;16.640,50
25.06.2015 14:15;25.06.2015 14:30;16.631,50
25.06.2015 14:30;25.06.2015 14:45;16.561,50
25.06.2015 14:45;25.06.2015 15:00;16.492,50
25.06.2015 15:00;25.06.2015 15:15;16.455,50
25.06.2015 15:15;25.06.2015 15:30;16.356,75
