Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen
24.06.2024 00:00;24.06.2024 00:15;10.075,50
24.06.2024 00:15;24.06.2024 00:30;9.982,00
24.06.2024 00:30;24.06.2024 00:45;9.969,75
24.06.2024 00:45;24.06.2024 01:00;9.835,00
24.06.2024 01:00;24.06.2024 01:15;9.856,25
24.06.2024 01:15;24.06.2024 01:30;9.769,00
24.06.2024 01:30;24.06.2024 01:45;9.673,75
24.06.2024 01:45;24.06.2024 02:00;9.643,00
24.06.2024 02:00;24.06.2024 02:15;9.498,75
24.06.2024 02:15;24.06.2024 02:30;9.406,25
24.06.2024 02:30;24.06.2024 02:45;9.460,50
24.06.2024 02:45;24.06.2024 03:00;9.488,75
24.06.2024 03:00;24.06.2024 03:15;9.441,25
24.06.2024 03:15;24.06.2024 03:30;9.427,00
24.06.2024 03:30;24.06.2024 03:45;9.525,25
24.06.2024 03:45;24.06.2024 04:00;9.428,00
24.06.2024 04:00;24.06.2024 04:15;9.503,00
24.06.2024 04:15;24.06.2024 04:30;9.545,75
24.06.2024 04:30;24.06.2024 04:45;9.730,75
24.06.2024 04:45;24.06.2024 05:00;9.874,00
24.06.2024 05:00;24.06.2024 05:15;10.185,50
24.06.2024 05:15;24.06.2024 05:30;10.239,25
24.06.2024 05:30;24.06.2024 05:45;10.538,75
24.06.2024 05:45;24.06.2024 06:00;10.876,50
24.06.2024 06:00;24.06.2024 06:15;11.568,00
24.06.2024 06:15;24.06.2024 06:30;12.059,25
24.06.2024 06:30;24.06.2024 06:45;12.467,75
24.06.2024 06:45;24.06.2024 07:00;12.900,25
24.06.2024 07:00;24.06.2024 07:15;13.266,00
24.06.2024 07:15;24.06.2024 07:30;13.609,25
24.06.2024 07:30;24.06.2024 07:45;13.803,00
24.06.2024 07:45;24.06.2024 08:00;14.049,25
24.06.2024 08:00;24.06.2024 08:15;14.416,25
24.06.2024 08:15;24.06.2024 08:30;14.645,50
24.06.2024 08:30;24.06.2024 08:45;14.789,00
24.06.2024 08:45;24.06.2024 09:00;14.956,00
24.06.2024 09:00;24.06.2024 09:15;14.972,00
24.06.2024 09:15;24.06.2024 09:30;15.011,00
24.06.2024 09:30;24.06.2024 09:45;15.285,25
24.06.2024 09:45;24.06.2024 10:00;15.387,75
24.06.2024 10:00;24.06.2024 10:15;15.274,25
24.06.2024 10:15;24.06.2024 10:30;15.338,25
24.06.2024 10:30;24.06.2024 10:45;15.323,00
24.06.2024 10:45;24.06.2024 11:00;15.481,00
24.06.2024 11:00;24.06.2024 11:15;15.459,00
24.06.2024 11:15;24.06.2024 11:30;15.325,50
24.06.2024 11:30;24.06.2024 11:45;15.498,25
24.06.2024 11:45;24.06.2024 12:00;15.515,75
24.06.2024 12:00;24.06.2024 12:15;15.355,25
24.06.2024 12:15;24.06.2024 12:30;15.383,50
24.06.2024 12:30;24.06.2024 12:45;15.432,75
24.06.2024 12:45;24.06.2024 13:00;15.384,25
24.06.2024 13:00;24.06.2024 13:15;15.388,00
24.06.2024 13:15;24.06.2024 13:30;15.334,00
24.06.2024 13:30;24.06.2024 13:45;15.231,00
24.06.2024 13:45;24.06.2024 14:00;15.024,75
24.06.2024 14:00;24.06.2024 14:15;14.912,00
24.06.2024 14:15;24.06.2024 14:30;14.785,50
24.06.2024 14:30;24.06.2024 14:45;14.687,75
24.06.2024 14:45;24.06.2024 15:00;14.517,50
24.06.2024 15:00;24.06.2024 15:15;14.635,50
24.06.2024 15:15;24.06.2024 15:30;14.554,25
24.06.2024 15:30;24.06.2024 15:45;14.425,75
24.06.2024 15:45;24.06.2024 16:00;14.350,00
24.06.2024 16:00;24.06.2024 16:15;14.376,00
24.06.2024 16:15;24.06.2024 16:30;14.231,00
24.06.2024 16:30;24.06.2024 16:45;14.276,00
24.06.2024 16:45;24.06.2024 17:00;14.188,50
24.06.2024 17:00;24.06.2024 17:15;14.220,25
24.06.2024 17:15;24.06.2024 17:30;14.118,75
24.06.2024 17:30;24.06.2024 17:45;14.079,50
24.06.2024 17:45;24.06.2024 18:00;14.186,25
24.06.2024 18:00;24.06.2024 18:15;14.158,25
24.06.2024 18:15;24.06.2024 18:30;14.077,25
24.06.2024 18:30;24.06.2024 18:45;14.108,25
24.06.2024 18:45;24.06.2024 19:00;14.174,00
24.06.2024 19:00;24.06.2024 19:15;14.043,25
24.06.2024 19:15;24.06.2024 19:30;14.070,50
24.06.2024 19:30;24.06.2024 19:45;14.017,25
24.06.2024 19:45;24.06.2024 20:00;13.859,25
24.06.2024 20:00;24.06.2024 20:15;13.704,00
24.06.2024 20:15;24.06.2024 20:30;13.605,50
24.06.2024 20:30;24.06.2024 20:45;13.480,00
